"time_stamp","humidity","humidity_a","humidity_b","temperature","temperature_a","temperature_b","pressure","pressure_a","pressure_b","pm2.5_cf_1","pm2.5_cf_1_a","pm2.5_cf_1_b","sensor_index","pm2.5_correct"
"2024-07-03T08:00:00Z",81.433,81.433,NA,65.5,65.5,NA,1025.431,1025.431,NA,1.898,1.657,2.139,15203,-0.223539600000001
"2024-07-03T09:00:00Z",81.5,81.5,NA,65.733,65.733,NA,1025.534,1025.534,NA,2.682,2.452,2.912,15203,0.181568
"2024-07-03T10:00:00Z",84.7,84.7,NA,64.467,64.467,NA,1025.637,1025.637,NA,3.3675,3.222,3.513,15203,0.268129999999999
"2024-07-03T11:00:00Z",84.066,84.066,NA,64.6,64.6,NA,1025.602,1025.602,NA,3.308,3.146,3.47,15203,0.2909688
"2024-07-03T12:00:00Z",83.434,83.434,NA,65.066,65.066,NA,1025.967,1025.967,NA,3.7435,3.582,3.905,15203,0.5730172
"2024-07-03T13:00:00Z",81.167,81.167,NA,65.966,65.966,NA,1026.208,1026.208,NA,4.1005,3.841,4.36,15203,0.9532336
"2024-07-03T14:00:00Z",76.533,76.533,NA,67.867,67.867,NA,1026.429,1026.429,NA,3.8305,3.676,3.985,15203,1.2065704
"2024-07-03T15:00:00Z",68.434,68.434,NA,70.534,70.534,NA,1026.532,1026.532,NA,4.0915,3.814,4.369,15203,2.0333692
"2024-07-03T16:00:00Z",58.9,58.9,NA,75.233,75.233,NA,1026.562,1026.562,NA,4.057,3.947,4.167,15203,2.827588
"2024-07-03T17:00:00Z",54.933,54.933,NA,76.466,76.466,NA,1026.665,1026.665,NA,4.731,4.721,4.741,15203,3.5187524
"2024-07-03T18:00:00Z",48.966,48.966,NA,80.9,80.9,NA,1026.466,1026.466,NA,5.941,6.042,5.84,15203,4.6611808
"2024-07-03T19:00:00Z",42.133,42.133,NA,85.5,85.5,NA,1026.056,1026.056,NA,7.7965,8.265,7.328,15203,6.2156344
"2024-07-03T20:00:00Z",38.367,38.367,NA,87.833,87.833,NA,1025.664,1025.664,NA,6.5695,6.974,6.165,15203,5.8935496
"2024-07-03T21:00:00Z",39.233,39.233,NA,85.8,85.8,NA,1025.184,1025.184,NA,5.678,6.093,5.263,15203,5.3526204
"2024-07-03T22:00:00Z",38.167,38.167,NA,85.834,85.834,NA,1024.851,1024.851,NA,6.0045,6.317,5.692,15203,5.6145296
"2024-07-03T23:00:00Z",32.666,32.666,NA,89.8,89.8,NA,1024.403,1024.403,NA,3.1745,3.423,2.926,15203,4.6002948
"2024-07-03T00:00:00Z",41.966,41.966,NA,77,77,NA,1012.307,1012.307,NA,4.3335,4.393,4.274,156499,4.4152508
"2024-07-03T01:00:00Z",42.334,42.334,NA,76.666,76.666,NA,1012.109,1012.109,NA,4.0335,4.165,3.902,156499,4.2266972
"2024-07-03T02:00:00Z",42.4,42.4,NA,76.633,76.633,NA,1011.982,1011.982,NA,3.811,3.917,3.705,156499,4.104484
"2024-07-03T03:00:00Z",44.166,44.166,NA,74.5,74.5,NA,1012.04,1012.04,NA,3.1745,3.25,3.099,156499,3.6204948
"2024-07-03T04:00:00Z",47.633,47.633,NA,71.2,71.2,NA,1012.221,1012.221,NA,2.8215,2.797,2.846,156499,3.1401344
"2024-07-03T05:00:00Z",51.566,51.566,NA,67.567,67.567,NA,1012.666,1012.666,NA,2.6665,2.7,2.633,156499,2.7238228
"2024-07-03T06:00:00Z",54.834,54.834,NA,64.733,64.733,NA,1013.149,1013.149,NA,13.4085,13.387,13.43,156499,8.0741972
"2024-07-03T07:00:00Z",56.966,56.966,NA,63.166,63.166,NA,1013.743,1013.743,NA,3.969,3.808,4.13,156499,2.9462528
"2024-07-03T08:00:00Z",60.8,60.8,NA,60.934,60.934,NA,1014.341,1014.341,NA,2.9915,2.88,3.103,156499,2.107386
"2024-07-03T09:00:00Z",63.4,63.4,NA,59.567,59.567,NA,1014.437,1014.437,NA,3.0895,2.875,3.304,156499,1.937218
"2024-07-03T10:00:00Z",62.4,62.4,NA,60.233,60.233,NA,1014.497,1014.497,NA,3.5485,3.515,3.582,156499,2.262934
"2024-07-03T11:00:00Z",61.9,61.9,NA,60.066,60.066,NA,1014.472,1014.472,NA,4.0355,3.873,4.198,156499,2.560722
"2024-07-03T12:00:00Z",63.367,63.367,NA,59.267,59.267,NA,1014.834,1014.834,NA,3.4905,3.429,3.552,156499,2.1501536
"2024-07-03T13:00:00Z",64,64,NA,59.3,59.3,NA,1015.078,1015.078,NA,3.6005,3.494,3.707,156499,2.153862
"2024-07-03T14:00:00Z",61.5,61.5,NA,61.166,61.166,NA,1015.34,1015.34,NA,3.808,3.748,3.868,156499,2.475592
"2024-07-03T15:00:00Z",58.8,58.8,NA,62.7,62.7,NA,1015.508,1015.508,NA,4.5315,4.643,4.42,156499,3.084746
"2024-07-03T16:00:00Z",54.766,54.766,NA,65.367,65.367,NA,1015.278,1015.278,NA,5.224,5.067,5.381,156499,3.7913128
"2024-07-03T17:00:00Z",49.633,49.633,NA,70.133,70.133,NA,1015.726,1015.726,NA,6.0015,6.005,5.998,156499,4.6360544
"2024-07-03T18:00:00Z",47.1,47.1,NA,71.4,71.4,NA,1015.529,1015.529,NA,5.3165,5.375,5.258,156499,4.492926
"2024-07-03T19:00:00Z",46.2,46.2,NA,72.4,72.4,NA,1015.255,1015.255,NA,6.568,6.686,6.45,156499,5.225392
"2024-07-03T20:00:00Z",41.834,41.834,NA,76.867,76.867,NA,1014.926,1014.926,NA,6.0335,6.054,6.013,156499,5.3172972
"2024-07-03T21:00:00Z",39.233,39.233,NA,79.633,79.633,NA,1014.476,1014.476,NA,5.462,5.537,5.387,156499,5.2394364
"2024-07-03T22:00:00Z",34.434,34.434,NA,82.3,82.3,NA,1014.116,1014.116,NA,3.9085,3.919,3.898,156499,4.8342772
"2024-07-03T23:00:00Z",32.7,32.7,NA,82.867,82.867,NA,1013.706,1013.706,NA,3.718,3.755,3.681,156499,4.882192
"2024-07-03T00:00:00Z",38.2,38.2,38.2,78.867,78.867,78.867,1008.629,1008.629,1008.629,3.1135,3.444,2.783,167065,4.096834
"2024-07-03T01:00:00Z",38.167,38.167,38.167,79.133,79.133,79.133,1008.428,1008.428,1008.428,2.6905,2.91,2.471,167065,3.8779936
"2024-07-03T02:00:00Z",40.2,40.2,40.2,77.767,77.767,77.767,1008.433,1008.433,1008.433,2.6475,2.917,2.378,167065,3.68225
"2024-07-03T03:00:00Z",42.534,42.534,42.534,75.367,75.367,75.367,1008.567,1008.567,1008.567,2.5225,2.862,2.183,167065,3.4178932
"2024-07-03T04:00:00Z",45.9,45.9,45.9,71.9,71.9,71.9,1008.834,1008.834,1008.834,2.327,2.62,2.034,167065,3.028668
"2024-07-03T05:00:00Z",47.333,47.333,47.333,70.034,70.034,70.034,1009.076,1009.076,1009.076,2.3835,2.779,1.988,167065,2.9361824
"2024-07-03T06:00:00Z",49.267,49.267,49.267,68.133,68.133,68.133,1009.516,1009.516,1009.516,2.457,2.767,2.147,167065,2.8099196
"2024-07-03T07:00:00Z",50.7,50.7,50.7,66.9,66.9,66.9,1010.159,1010.159,1010.159,2.941,3.278,2.604,167065,2.941444
"2024-07-03T08:00:00Z",52.3,52.3,52.3,65.966,65.966,65.966,1010.721,1010.721,1010.721,3.854,4.149,3.559,167065,3.283536
"2024-07-03T09:00:00Z",53.833,53.833,53.833,65,65,65,1010.795,1010.795,1010.795,2.871,3.172,2.57,167065,2.6378324
"2024-07-03T10:00:00Z",53.6,53.6,53.6,64.533,64.533,64.533,1010.843,1010.843,1010.843,2.842,3.131,2.553,167065,2.642488
"2024-07-03T11:00:00Z",53.966,53.966,53.966,64.142,64.142,64.142,1010.842,1010.842,1010.842,3.595,3.821,3.369,167065,3.0058768
"2024-07-03T12:00:00Z",55.067,55.067,55.067,63.534,63.534,63.534,1011.192,1011.192,1011.192,3.446,3.766,3.126,167065,2.8339956
"2024-07-03T13:00:00Z",54.3,54.3,54.3,65,65,65,1011.427,1011.427,1011.427,3.3985,3.827,2.97,167065,2.874454
"2024-07-03T14:00:00Z",52.133,52.133,52.133,66.9,66.9,66.9,1011.669,1011.669,1011.669,2.752,3.103,2.401,167065,2.7203164
"2024-07-03T15:00:00Z",47.7,47.7,47.7,70.133,70.133,70.133,1011.848,1011.848,1011.848,2.8745,3.272,2.477,167065,3.162198
"2024-07-03T16:00:00Z",44.9,44.9,44.9,72.267,72.267,72.267,1011.919,1011.919,1011.919,3.529,3.904,3.154,167065,3.743716
"2024-07-03T17:00:00Z",43.266,43.266,43.266,74.267,74.267,74.267,1012.089,1012.089,1012.089,4.2235,4.521,3.926,167065,4.2468508
"2024-07-03T18:00:00Z",39.233,39.233,39.233,78.133,78.133,78.133,1011.911,1011.911,1011.911,4.738,5.146,4.33,167065,4.8600604
"2024-07-03T19:00:00Z",38.767,38.767,38.767,79.166,79.166,79.166,1011.536,1011.536,1011.536,5.341,5.692,4.99,167065,5.2157356
"2024-07-03T20:00:00Z",37.8,37.8,37.8,79.867,79.867,79.867,1011.113,1011.113,1011.113,6.006,6.49,5.522,167065,5.646584
"2024-07-03T21:00:00Z",38,38,38,79.8,79.8,79.8,1010.65,1010.65,1010.65,7.228,7.789,6.667,167065,6.269872
"2024-07-03T22:00:00Z",36.934,36.934,36.934,80.067,80.067,80.067,1010.452,1010.452,1010.452,4.751,5.153,4.349,167065,5.0627472
"2024-07-03T23:00:00Z",33.5,33.5,33.5,80.667,80.667,80.667,1010.088,1010.088,1010.088,3.61,3.891,3.329,167065,4.75744
"2024-07-03T00:00:00Z",34.466,34.466,34.466,85.067,85.067,85.067,1017.646,1017.646,1017.646,3.759,3.645,3.873,167399,4.7532128
"2024-07-03T01:00:00Z",34.2,34.2,34.2,84.4,84.4,84.4,1017.457,1017.457,1017.457,3.3055,3.186,3.425,167399,4.538242
"2024-07-03T02:00:00Z",38.767,38.767,38.767,80.867,80.867,80.867,1017.415,1017.415,1017.415,4.179,4.054,4.304,167399,4.6068476
"2024-07-03T03:00:00Z",40.4,40.4,40.4,79.6,79.6,79.6,1017.457,1017.457,1017.457,3.3125,3.202,3.423,167399,4.01367
"2024-07-03T04:00:00Z",41.5,41.5,41.5,77.1,77.1,77.1,1017.654,1017.654,1017.654,2.8145,2.84,2.789,167399,3.658998
"2024-07-03T05:00:00Z",43.434,43.434,43.434,74.233,74.233,74.233,1018.134,1018.134,1018.134,2.556,2.418,2.694,167399,3.3587672
"2024-07-03T06:00:00Z",45.966,45.966,45.966,71.467,71.467,71.467,1018.682,1018.682,1018.682,2.851,2.741,2.961,167399,3.2976208
"2024-07-03T07:00:00Z",48.1,48.1,48.1,69.367,69.367,69.367,1019.371,1019.371,1019.371,2.598,2.557,2.639,167399,2.983232
"2024-07-03T08:00:00Z",49.767,49.767,49.767,68.233,68.233,68.233,1019.877,1019.877,1019.877,2.7025,2.598,2.807,167399,2.8959616
"2024-07-03T09:00:00Z",50.1,50.1,50.1,68.367,68.367,68.367,1020.047,1020.047,1020.047,3.1645,3.083,3.246,167399,3.109678
"2024-07-03T10:00:00Z",50.5,50.5,50.5,67.567,67.567,67.567,1020.175,1020.175,1020.175,3.1215,3.068,3.175,167399,3.053066
"2024-07-03T11:00:00Z",51.034,51.034,51.034,66.933,66.933,66.933,1020.152,1020.152,1020.152,2.8215,2.705,2.938,167399,2.8503692
"2024-07-03T12:00:00Z",55.133,55.133,55.133,64.266,64.266,64.266,1020.518,1020.518,1020.518,3.2305,3.042,3.419,167399,2.7154504
"2024-07-03T13:00:00Z",55.267,55.267,55.267,65.666,65.666,65.666,1020.76,1020.76,1020.76,3.44,3.43,3.45,167399,2.8138116
"2024-07-03T14:00:00Z",51.4,51.4,51.4,68.034,68.034,68.034,1020.996,1020.996,1020.996,4.158,4.024,4.292,167399,3.519512
"2024-07-03T15:00:00Z",49.1,49.1,49.1,70.034,70.034,70.034,1021.11,1021.11,1021.11,3.644,3.51,3.778,167399,3.446136
"2024-07-03T16:00:00Z",46.633,46.633,46.633,71.8,71.8,71.8,1021.178,1021.178,1021.178,4.4885,4.446,4.531,167399,4.0988424
"2024-07-03T17:00:00Z",44.133,44.133,44.133,74.7,74.7,74.7,1021.297,1021.297,1021.297,5.006,4.844,5.168,167399,4.5830124
"2024-07-03T18:00:00Z",40.834,40.834,40.834,77.566,77.566,77.566,1021.076,1021.076,1021.076,5.8595,5.838,5.881,167399,5.3113212
"2024-07-03T19:00:00Z",36.133,36.133,36.133,83.1,83.1,83.1,1020.693,1020.693,1020.693,6.2565,6.175,6.338,167399,5.9198744
"2024-07-03T20:00:00Z",33.1,33.1,33.1,86.9,86.9,86.9,1020.234,1020.234,1020.234,6.554,6.423,6.685,167399,6.334176
"2024-07-03T21:00:00Z",31.6,31.6,31.6,88.9,88.9,88.9,1019.658,1019.658,1019.658,6.642,6.488,6.796,167399,6.508088
"2024-07-03T22:00:00Z",29.066,29.066,29.066,90.267,90.267,90.267,1019.397,1019.397,1019.397,4.7315,4.663,4.8,167399,5.7228828
"2024-07-03T23:00:00Z",27.833,27.833,27.833,89.5,89.5,89.5,1019.045,1019.045,1019.045,3.4705,3.316,3.625,167399,5.1671704
"2024-07-03T00:00:00Z",38.967,38.967,38.967,79.467,79.467,79.467,1014.899,1014.899,1014.899,2.8855,2.779,2.992,167413,3.9120136
"2024-07-03T01:00:00Z",40.267,40.267,40.267,79.1,79.1,79.1,1014.707,1014.707,1014.707,2.716,2.57,2.862,167413,3.7124356
"2024-07-03T02:00:00Z",42.2,42.2,42.2,77.3,77.3,77.3,1014.747,1014.747,1014.747,2.4615,2.354,2.569,167413,3.414386
"2024-07-03T03:00:00Z",45.133,45.133,45.133,74.067,74.067,74.067,1014.88,1014.88,1014.88,2.082,2.015,2.149,167413,2.9656364
"2024-07-03T04:00:00Z",47.833,47.833,47.833,71.367,71.367,71.367,1015.218,1015.218,1015.218,2.4495,2.398,2.501,167413,2.9281664
"2024-07-03T05:00:00Z",48.933,48.933,48.933,70.066,70.066,70.066,1015.538,1015.538,1015.538,2.1125,2.099,2.126,167413,2.6578584
"2024-07-03T06:00:00Z",50,50,50,68.7,68.7,68.7,1015.967,1015.967,1015.967,2.2465,2.183,2.31,167413,2.637166
"2024-07-03T07:00:00Z",52,52,52,67.566,67.566,67.566,1016.543,1016.543,1016.543,2.528,2.481,2.575,167413,2.614272
"2024-07-03T08:00:00Z",51.967,51.967,51.967,67.933,67.933,67.933,1017.162,1017.162,1017.162,2.9215,2.785,3.058,167413,2.8232776
"2024-07-03T09:00:00Z",51.166,51.166,51.166,67.834,67.834,67.834,1017.226,1017.226,1017.226,3.1245,3.058,3.191,167413,2.9978948
"2024-07-03T10:00:00Z",51.966,51.966,51.966,67,67,67,1017.284,1017.284,1017.284,2.786,2.692,2.88,167413,2.7523608
"2024-07-03T11:00:00Z",52.4,52.4,52.4,66.425,66.425,66.425,1017.286,1017.286,1017.286,3.37,3.274,3.466,167413,3.0214
"2024-07-03T12:00:00Z",53.434,53.434,53.434,65.267,65.267,65.267,1017.633,1017.633,1017.633,3.538,3.474,3.602,167413,3.0213352
"2024-07-03T13:00:00Z",54.133,54.133,54.133,65.933,65.933,65.933,1017.87,1017.87,1017.87,3.86,3.654,4.066,167413,3.1305084
"2024-07-03T14:00:00Z",55.233,55.233,55.233,65.667,65.667,65.667,1018.145,1018.145,1018.145,3.4705,3.326,3.615,167413,2.8326904
"2024-07-03T15:00:00Z",51.5,51.5,51.5,69.333,69.333,69.333,1018.293,1018.293,1018.293,3.4425,3.252,3.633,167413,3.13607
"2024-07-03T16:00:00Z",49.466,49.466,49.466,71.1,71.1,71.1,1018.421,1018.421,1018.421,3.669,3.492,3.846,167413,3.4280528
"2024-07-03T17:00:00Z",44.9,44.9,44.9,74.6,74.6,74.6,1018.514,1018.514,1018.514,3.8795,3.752,4.007,167413,3.927378
"2024-07-03T18:00:00Z",43.9,43.9,43.9,75.934,75.934,75.934,1018.293,1018.293,1018.293,4.766,4.623,4.909,167413,4.477104
"2024-07-03T19:00:00Z",42.7,42.7,42.7,77.533,77.533,77.533,1017.895,1017.895,1017.895,5.4215,5.201,5.642,167413,4.922826
"2024-07-03T20:00:00Z",39.633,39.633,39.633,80.2,80.2,80.2,1017.414,1017.414,1017.414,5.2195,5.119,5.32,167413,5.0782864
"2024-07-03T21:00:00Z",33.1,33.1,33.1,86.834,86.834,86.834,1016.966,1016.966,1016.966,3.9595,4.149,3.77,167413,4.974658
"2024-07-03T22:00:00Z",29.867,29.867,29.867,88.967,88.967,88.967,1016.67,1016.67,1016.67,3.4765,3.646,3.307,167413,4.9970176
"2024-07-03T23:00:00Z",30.233,30.233,30.233,86.867,86.867,86.867,1016.229,1016.229,1016.229,3.144,3.298,2.99,167413,4.7916044
"2024-07-03T00:00:00Z",30.75,30.75,30.75,86.55,86.55,86.55,1010.386,1010.386,1010.386,3.1105,2.981,3.24,171177,4.730002
"2024-07-03T01:00:00Z",35.666,35.666,35.666,81.067,81.067,81.067,1010.15,1010.15,1010.15,2.9125,2.833,2.992,171177,4.2074068
"2024-07-03T02:00:00Z",40.358,40.358,40.358,76.811,76.811,76.811,1010.129,1010.129,1010.129,2.8185,2.761,2.876,171177,3.7583924
"2024-07-03T03:00:00Z",45.411,45.411,45.411,72.678,72.678,72.678,1010.26,1010.26,1010.26,2.537,2.505,2.569,171177,3.1803708
"2024-07-03T04:00:00Z",49.433,49.433,49.433,68.811,68.811,68.811,1010.511,1010.511,1010.511,2.236,2.196,2.276,171177,2.6799724
"2024-07-03T05:00:00Z",54.489,54.489,54.489,64.778,64.778,64.778,1010.808,1010.808,1010.808,2.374,2.378,2.37,171177,2.3215132
"2024-07-03T06:00:00Z",58.834,58.834,58.834,62.034,62.034,62.034,1011.224,1011.224,1011.224,2.5655,2.657,2.474,171177,2.0516652
"2024-07-03T07:00:00Z",60.3,60.3,60.3,61.2,61.2,61.2,1011.813,1011.813,1011.813,2.969,3.045,2.893,171177,2.138196
"2024-07-03T08:00:00Z",59.966,59.966,59.966,61.267,61.267,61.267,1012.427,1012.427,1012.427,2.869,2.92,2.818,171177,2.1142528
"2024-07-03T09:00:00Z",59.7,59.7,59.7,61.067,61.067,61.067,1012.519,1012.519,1012.519,3.367,3.455,3.279,171177,2.397868
"2024-07-03T10:00:00Z",58.6,58.6,58.6,61.367,61.367,61.367,1012.606,1012.606,1012.606,3.3375,3.395,3.28,171177,2.47613
"2024-07-03T11:00:00Z",58.567,58.567,58.567,60.834,60.834,60.834,1012.582,1012.582,1012.582,3.364,3.357,3.371,171177,2.4928276
"2024-07-03T12:00:00Z",57.85,57.85,57.85,61.191,61.191,61.191,1012.917,1012.917,1012.917,3.5235,3.553,3.494,171177,2.637494
"2024-07-03T13:00:00Z",54.933,54.933,54.933,63.033,63.033,63.033,1013.172,1013.172,1013.172,3.7325,3.867,3.598,171177,2.9955384
"2024-07-03T14:00:00Z",47.867,47.867,47.867,69.492,69.492,69.492,1013.447,1013.447,1013.447,3.516,3.497,3.535,171177,3.4841156
"2024-07-03T15:00:00Z",44.875,44.875,44.875,71.175,71.175,71.175,1013.588,1013.588,1013.588,4.2695,4.268,4.271,171177,4.133868
"2024-07-03T16:00:00Z",43.1,43.1,43.1,73.117,73.117,73.117,1013.703,1013.703,1013.703,4.254,4.228,4.28,171177,4.276976
"2024-07-03T17:00:00Z",39.383,39.383,39.383,76.011,76.011,76.011,1013.89,1013.89,1013.89,4.641,4.538,4.744,171177,4.7964524
