time_stamp,private,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,voc,voc_a,voc_b,analog_input,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_cf_1,pm1.0_cf_1_a,pm1.0_cf_1_b,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b,latitude,longitude,day
2024-07-03T05:00:00Z,0,47,47,47,72.467,72.467,72.467,1012.275,1012.275,1012.275,87.311,,87.311,0.01,1.7,1.8,1.6,6.6,6.8,6.4,5.8,6,5.7,217.6,214.9,220.4,440.175,452.839,427.511,126.664,132.382,120.946,15.121000000000000,16.083,14.159,2.0075000000000000,1.887,2.128,1.2895000000000000,1.263,1.316,0.5465,0.35,0.743,1.5695000000000000,1.635,1.504,1.5695000000000000,1.635,1.504,2.2195,2.307,2.132,2.2195,2.307,2.132,3.0845000000000000,3.119,3.05,3.0845000000000000,3.119,3.05,47.268584,-122.480575,July 3rd
2024-07-03T05:30:00Z,0,48.533,48.533,48.533,71.067,71.067,71.067,1012.358,1012.358,1012.358,88.154,,88.154,0.01,1.7,1.8,1.7,6.8,7,6.6,6,6.1,5.9,214.3,211.5,217.1,455.64550000000000,468.878,442.413,130.1605,134.34,125.981,14.91,14.917,14.903,2.099,1.963,2.235,1.163,1.139,1.187,0.5935,0.328,0.859,1.657,1.807,1.507,1.657,1.807,1.507,2.3810000000000000,2.533,2.229,2.3810000000000000,2.533,2.229,3.159,3.224,3.094,3.159,3.224,3.094,47.268584,-122.480575,July 3rd
2024-07-03T06:00:00Z,0,49.867,49.867,49.867,69.667,69.667,69.667,1012.662,1012.662,1012.662,87.673,,87.673,0.01,1.8,1.8,1.7,6.7,6.9,6.5,5.9,6,5.8,216.6,214,219.1,444.9515,456.711,433.192,129.5275,135.024,124.031,15.606000000000000,16.045,15.167,2.0115,1.972,2.051,1.1815,1.244,1.119,0.534,0.452,0.616,1.7,1.865,1.535,1.7,1.865,1.535,2.401,2.541,2.261,2.401,2.541,2.261,3.221,3.365,3.077,3.221,3.365,3.077,47.268584,-122.480575,July 3rd
2024-07-03T06:30:00Z,0,50.6,50.6,50.6,68.8,68.8,68.8,1012.933,1012.933,1012.933,88.25,,88.25,0.01,1.7,1.8,1.6,6.6,6.8,6.5,5.9,6,5.8,216.9,215,218.8,443.29500000000000,452.121,434.469,128.413,133.445,123.381,15.044,16.117,13.971,2.0965,2.389,1.804,1.2525,1.378,1.127,0.5075000000000000,0.349,0.666,1.654,1.791,1.517,1.654,1.791,1.517,2.312,2.55,2.074,2.312,2.55,2.074,3.1715,3.424,2.919,3.1715,3.424,2.919,47.268584,-122.480575,July 3rd
2024-07-03T07:00:00Z,0,51.467,51.467,51.467,68.6,68.6,68.6,1013.36,1013.36,1013.36,88.104,,88.104,0.01,1.7,1.8,1.6,6.6,6.8,6.5,5.9,6,5.7,217.2,215,219.6,441.7865,452.368,431.205,127.7165,130.664,124.769,14.4455,15.686,13.205,2.101,1.951,2.251,1.1225,0.976,1.269,0.5295,0.352,0.707,1.633,1.789,1.477,1.6325000000000000,1.789,1.476,2.286,2.501,2.071,2.286,2.501,2.071,3.0665,3.125,3.008,3.0665,3.125,3.008,47.268584,-122.480575,July 3rd
2024-07-03T07:30:00Z,0,51.6,51.6,51.6,67.733,67.733,67.733,1013.643,1013.643,1013.643,89.016,,89.016,0.01,1.8,2,1.7,7.1,7.3,6.8,6.1,6.3,6,211.2,208.2,214.3,470.15050000000000,484.902,455.399,134.316,139.647,128.985,15.834500000000000,17.522,14.147,1.9690000000000000,1.89,2.048,1.131,1.113,1.149,0.42600000000000000,0.291,0.561,1.8635000000000000,1.969,1.758,1.8635000000000000,1.969,1.758,2.5175,2.683,2.352,2.5175,2.683,2.352,3.2945,3.432,3.157,3.2945,3.432,3.157,47.268584,-122.480575,July 3rd
2024-07-03T08:00:00Z,0,52.667,52.667,52.667,67.533,67.533,67.533,1013.871,1013.871,1013.871,88.147,,88.147,0.01,1.8,1.8,1.7,7,7.1,6.9,6.1,6.1,6,212.2,211.2,213.3,465.4935,470.554,460.433,133.321,135.696,130.946,14.997,16.107,13.887,2.1315,2.021,2.242,1.242,1.165,1.319,0.588,0.326,0.85,1.831,1.919,1.743,1.831,1.919,1.743,2.489,2.609,2.369,2.489,2.609,2.369,3.3595,3.358,3.361,3.3595,3.358,3.361,47.268584,-122.480575,July 3rd
2024-07-03T08:30:00Z,0,53.067,53.067,53.067,67.267,67.267,67.267,1014.202,1014.202,1014.202,87.91,,87.91,0.01,1.9,2,1.8,7.1,7.1,7,6.1,6.2,6.1,211.3,210,212.5,470.0165,476.196,463.837,135.974,138.645,133.303,16.4505,17.995,14.906,2.168,2.247,2.089,1.221,1.258,1.184,0.563,0.437,0.689,1.891,1.963,1.819,1.891,1.963,1.819,2.606,2.741,2.471,2.606,2.741,2.471,3.4665,3.608,3.325,3.4665,3.608,3.325,47.268584,-122.480575,July 3rd
2024-07-03T09:00:00Z,0,53.467,53.467,53.467,67.267,67.267,67.267,1014.158,1014.158,1014.158,87.172,,87.172,0.01,1.9,2,1.8,7.2,7.4,7,6.2,6.4,6.1,209.2,206.6,211.9,480.0795,493.351,466.808,138.4495,142.499,134.4,16.3275,17.927,14.728,2.1365,2.226,2.047,1.19,1.109,1.271,0.552,0.333,0.771,1.951,2.029,1.873,1.951,2.029,1.873,2.675,2.865,2.485,2.675,2.865,2.485,3.5105,3.594,3.427,3.5105,3.594,3.427,47.268584,-122.480575,July 3rd
2024-07-03T09:30:00Z,0,53.667,53.667,53.667,66.933,66.933,66.933,1014.097,1014.097,1014.097,86.681,,86.681,0.01,2,2.2,1.9,7.9,8.1,7.8,6.7,6.8,6.6,199.8,197.9,201.7,528.8905,539.019,518.762,153.313,156.435,150.191,17.113,19.287,14.939,2.202,2.008,2.396,1.13,1.047,1.213,0.48750000000000000,0.285,0.69,2.274,2.362,2.186,2.274,2.362,2.186,3.03,3.171,2.889,3.03,3.171,2.889,3.8275,3.854,3.801,3.8275,3.854,3.801,47.268584,-122.480575,July 3rd
2024-07-03T10:00:00Z,0,53.467,53.467,53.467,66.933,66.933,66.933,1014.164,1014.164,1014.164,86.46,,86.46,0.01,2.2,2.4,2.1,8.6,8.8,8.5,7.1,7.2,7,191.5,190.2,192.8,576.0475,583.756,568.339,166.44550000000000,170.212,162.679,19.032,20.951,17.113,2.404,2.301,2.507,1.4445000000000000,1.368,1.521,0.639,0.387,0.891,2.5645,2.689,2.44,2.5645,2.689,2.44,3.411,3.553,3.269,3.411,3.553,3.269,4.397,4.429,4.365,4.397,4.429,4.365,47.268584,-122.480575,July 3rd
2024-07-03T10:30:00Z,0,53.933,53.933,53.933,66.8,66.8,66.8,1014.296,1014.296,1014.296,85.47,,85.47,0.01,2.5,2.7,2.3,9.4,9.6,9.2,7.6,7.7,7.4,183.2,181.2,185.1,627.3690000000000,640.059,614.679,181.376,187.256,175.496,21.5545,23.913,19.196,2.2895,2.28,2.299,1.178,1.163,1.193,0.48050000000000000,0.304,0.657,2.8995000000000000,3.02,2.779,2.8995000000000000,3.02,2.779,3.827,4.071,3.583,3.827,4.071,3.583,4.6505,4.823,4.478,4.6505,4.823,4.478,47.268584,-122.480575,July 3rd
2024-07-03T11:00:00Z,0,53.8,53.8,53.8,66.6,66.6,66.6,1014.154,1014.154,1014.154,85.745,,85.745,0.01,2.4,2.5,2.4,9.1,9.2,9.1,7.4,7.4,7.4,186,185.7,186.3,609.123,611.003,607.243,176.17150000000000,177.98,174.363,21.732,22.737,20.727,2.53,2.296,2.764,1.459,1.281,1.637,0.566,0.319,0.813,2.793,2.843,2.743,2.793,2.843,2.743,3.7075,3.789,3.626,3.7075,3.789,3.626,4.714,4.603,4.825,4.714,4.603,4.825,47.268584,-122.480575,July 3rd
2024-07-03T11:30:00Z,0,53.933,53.933,53.933,65.933,65.933,65.933,1014.263,1014.263,1014.263,85.705,,85.705,0.01,2.1,2.2,2,8.1,8.2,8,6.8,6.9,6.7,197.6,196.5,198.6,541.1185,546.827,535.41,155.50150000000000,158.31,152.693,17.606,19.53,15.682,2.2435,2.376,2.111,1.1995,1.241,1.158,0.589,0.415,0.763,2.3255,2.403,2.248,2.3255,2.403,2.248,3.13,3.253,3.007,3.13,3.253,3.007,3.9670000000000000,4.065,3.869,3.9670000000000000,4.065,3.869,47.268584,-122.480575,July 3rd
2024-07-03T12:00:00Z,0,54.667,54.667,54.667,65.267,65.267,65.267,1014.543,1014.543,1014.543,86.004,,86.004,0.01,2.1,2.2,2,8.1,8.3,7.9,6.8,6.9,6.7,198,195.9,200.2,538.62,550.493,526.747,155.832,161.068,150.596,18.177,19.393,16.961,2.0365,2.049,2.024,1.096,1.179,1.013,0.4765,0.35,0.603,2.3075,2.414,2.201,2.3075,2.414,2.201,3.1295,3.282,2.977,3.1295,3.282,2.977,3.894,4.049,3.739,3.894,4.049,3.739,47.268584,-122.480575,July 3rd
2024-07-03T12:30:00Z,0,54.933,54.933,54.933,65,65,65,1014.637,1014.637,1014.637,86.709,,86.709,0.01,2.2,2.3,2.1,8.2,8.3,8.1,6.9,6.9,6.8,196.3,195.3,197.3,548.468,554.093,542.843,158.5565,162.967,154.146,19.282,21.579,16.985,2.043,2.239,1.847,1.132,1.271,0.993,0.4945,0.381,0.608,2.3955,2.442,2.349,2.3955,2.442,2.349,3.221,3.345,3.097,3.221,3.345,3.097,4.0175,4.241,3.794,4.0175,4.241,3.794,47.268584,-122.480575,July 3rd
2024-07-03T13:00:00Z,0,55.6,55.6,55.6,65.333,65.333,65.333,1014.717,1014.717,1014.717,86.785,,86.785,0.01,2.2,2.3,2.1,8.1,8.2,8.1,6.8,6.8,6.8,197.5,196.9,198.1,541.301,544.642,537.96,156.98000000000000,160.187,153.773,19.4925,21.424,17.561,2.2035,2.394,2.013,1.1695,1.283,1.056,0.5125,0.411,0.614,2.3370000000000000,2.379,2.295,2.3370000000000000,2.379,2.295,3.208,3.334,3.082,3.208,3.334,3.082,4.0605,4.216,3.905,4.0605,4.216,3.905,47.268584,-122.480575,July 3rd
2024-07-03T13:30:00Z,0,55,55,55,66.267,66.267,66.267,1014.947,1014.947,1014.947,91.686,,91.686,0.01,2.4,2.5,2.3,8.8,8.8,8.7,7.2,7.2,7.2,189.9,189.4,190.3,585.5675,588.179,582.956,170.08000000000000,172.774,167.386,22.202000000000000,23.885,20.519,2.479,2.523,2.435,1.3245,1.37,1.279,0.5425,0.37,0.715,2.5905,2.586,2.595,2.5905,2.586,2.595,3.6355,3.71,3.561,3.6355,3.71,3.561,4.531000000000000,4.605,4.457,4.531000000000000,4.605,4.457,47.268584,-122.480575,July 3rd
2024-07-03T14:00:00Z,0,54.4,54.4,54.4,67.067,67.067,67.067,1015.045,1015.045,1015.045,91.327,,91.327,0.01,2.4,2.5,2.4,8.7,8.7,8.7,7.1,7.2,7.1,191,190.7,191.3,578.856,580.535,577.177,167.3565,170.11,164.603,23.301000000000000,24.9,21.702,2.8505000000000000,3.119,2.582,1.539,1.753,1.325,0.637,0.441,0.833,2.58,2.61,2.55,2.58,2.61,2.55,3.6245000000000000,3.754,3.495,3.6245000000000000,3.754,3.495,4.676,4.9,4.452,4.676,4.9,4.452,47.268584,-122.480575,July 3rd
2024-07-03T14:30:00Z,0,52.867,52.867,52.867,68.6,68.6,68.6,1015.1,1015.1,1015.1,88.489,,88.489,0.01,2.5,2.7,2.3,8.7,9,8.5,7.2,7.3,7,190.6,187.9,193.4,581.0265000000000,597.29,564.763,167.6465,173.914,161.379,23.442500000000000,25.916,20.969,2.7205,2.397,3.044,1.419,1.267,1.571,0.74,0.393,1.087,2.4775,2.699,2.256,2.4775,2.699,2.256,3.5570000000000000,3.861,3.253,3.5570000000000000,3.861,3.253,4.527000000000000,4.643,4.411,4.527000000000000,4.643,4.411,47.268584,-122.480575,July 3rd
2024-07-03T15:00:00Z,0,51.2,51.2,51.2,69.133,69.133,69.133,1015.187,1015.187,1015.187,92.11,,92.11,0.01,2.5,2.6,2.4,9.2,9.3,9,7.4,7.5,7.3,185.7,184.1,187.4,610.932,621.026,600.838,175.80200000000000,179.317,172.287,23.238,25.157,21.319,2.834,2.781,2.887,1.4500000000000000,1.33,1.57,0.6700000000000000,0.381,0.959,2.6480000000000000,2.78,2.516,2.6480000000000000,2.78,2.516,3.734,3.979,3.489,3.734,3.979,3.489,4.779,4.879,4.679,4.779,4.879,4.679,47.268584,-122.480575,July 3rd
2024-07-03T15:30:00Z,0,50.2,50.2,50.2,70.667,70.667,70.667,1015.292,1015.292,1015.292,90.711,,90.711,0.01,2.4,2.5,2.3,9.1,9.2,9,7.4,7.4,7.3,186.9,185.8,187.9,603.811,610.335,597.287,175.4015,179.019,171.784,21.2865,22.01,20.563,2.6525,2.779,2.526,1.3775,1.459,1.296,0.593,0.385,0.801,2.7105,2.817,2.604,2.7105,2.817,2.604,3.667,3.779,3.555,3.667,3.779,3.555,4.628,4.749,4.507,4.628,4.749,4.507,47.268584,-122.480575,July 3rd
2024-07-03T16:00:00Z,0,49.133,49.133,49.133,71.067,71.067,71.067,1015.25,1015.25,1015.25,90.531,,90.531,0.01,2.6,2.8,2.4,9.5,9.8,9.2,7.6,7.8,7.4,182,178.9,185.2,635.0985000000000,655.676,614.521,183.31150000000000,190.168,176.455,22.887500000000000,25.536,20.239,2.3840000000000000,2.395,2.373,1.341,1.377,1.305,0.5330000000000000,0.345,0.721,2.7855,3.022,2.549,2.7855,3.022,2.549,3.825,4.159,3.491,3.825,4.159,3.491,4.71,4.993,4.427,4.71,4.993,4.427,47.268584,-122.480575,July 3rd
2024-07-03T16:30:00Z,0,48.467,48.467,48.467,72.267,72.267,72.267,1015.354,1015.354,1015.354,88.639,,88.639,0.01,2.9,3,2.7,10.4,10.5,10.4,8.1,8.2,8.1,173,172.3,173.8,696.6310000000000,702.273,690.989,202.63400000000000,205.937,199.331,26.111000000000000,28.656,23.566,2.8315,3.174,2.489,1.7120000000000000,1.844,1.58,0.7990000000000000,0.641,0.957,3.1125,3.152,3.073,3.231,3.389,3.073,4.17,4.305,4.035,4.178,4.321,4.035,5.375500000000000,5.573,5.178,6.0555,6.933,5.178,47.268584,-122.480575,July 3rd
2024-07-03T17:00:00Z,0,48.133,48.133,48.133,72.2,72.2,72.2,1015.496,1015.496,1015.496,89.334,,89.334,0.01,2.9,3,2.7,10.8,10.7,10.8,8.3,8.2,8.3,170.3,171.1,169.4,716.8625,710.424,723.301,207.695,207.167,208.223,24.914,27.384,22.444,2.388,2.257,2.519,1.157,1.127,1.187,0.554,0.348,0.76,3.301,3.37,3.232,3.301,3.37,3.232,4.3185,4.437,4.2,4.3185,4.437,4.2,5.154,5.195,5.113,5.154,5.195,5.113,47.268584,-122.480575,July 3rd
2024-07-03T17:30:00Z,0,46.667,46.667,46.667,73.933,73.933,73.933,1015.447,1015.447,1015.447,89.067,,89.067,0.01,2.9,3.1,2.8,10.6,10.8,10.5,8.2,8.3,8.1,171.3,169.9,172.8,709.0135,719.866,698.161,205.29650000000000,208.677,201.916,26.014000000000000,28.071,23.957,2.178,2.314,2.042,1.241,1.179,1.303,0.5840000000000000,0.375,0.793,3.222,3.293,3.151,3.222,3.293,3.151,4.2125,4.378,4.047,4.2125,4.378,4.047,5.0995,5.2,4.999,5.0995,5.2,4.999,47.268584,-122.480575,July 3rd
2024-07-03T18:00:00Z,0,45,45,45,75.6,75.6,75.6,1015.296,1015.296,1015.296,89.309,,89.309,0.01,3.1,3.3,2.9,11.5,11.7,11.3,8.7,8.7,8.6,164,162.6,165.3,765.87,776.855,754.885,220.2535,225.591,214.916,26.925,29.823,24.027,2.1835,2.214,2.153,1.1125,1.125,1.1,0.45900000000000000,0.303,0.615,3.537,3.627,3.447,3.537,3.627,3.447,4.609,4.773,4.445,4.609,4.773,4.445,5.3615,5.485,5.238,5.3615,5.485,5.238,47.268584,-122.480575,July 3rd
2024-07-03T18:30:00Z,0,45.067,45.067,45.067,75.333,75.333,75.333,1015.203,1015.203,1015.203,89.539,,89.539,0.01,3.3,3.4,3.1,12,12.3,11.8,8.9,9.1,8.8,159.5,157.6,161.5,802.6915000000000,819.246,786.137,231.89750000000000,237.683,226.112,28.075000000000000,29.815,26.335,2.213,1.855,2.571,1.212,1.155,1.269,0.539,0.403,0.675,3.881,4.047,3.715,3.881,4.047,3.715,4.9400000000000000,5.162,4.718,4.9400000000000000,5.162,4.718,5.791,5.901,5.681,5.791,5.901,5.681,47.268584,-122.480575,July 3rd
2024-07-03T19:00:00Z,0,45.333,45.333,45.333,75.733,75.733,75.733,1015.041,1015.041,1015.041,90.015,,90.015,0.01,3.5,3.7,3.3,12.8,12.9,12.7,9.3,9.3,9.3,153.7,153.2,154.3,853.696,858.739,848.653,247.5875,250.478,244.697,30.491,33.937,27.045,2.3665000000000000,2.333,2.4,1.1095000000000000,1.02,1.199,0.504,0.246,0.762,4.1245,4.259,3.99,4.1245,4.259,3.99,5.396,5.641,5.151,5.396,5.641,5.151,6.1585,6.246,6.071,6.1585,6.246,6.071,47.268584,-122.480575,July 3rd
2024-07-03T19:30:00Z,0,44,44,44,77.133,77.133,77.133,1014.84,1014.84,1014.84,88.271,,88.271,0.01,3.6,3.8,3.3,13.1,13.3,12.8,9.4,9.6,9.3,151.9,149.9,153.9,870.6425,889.417,851.868,250.88850000000000,256.324,245.453,30.5835,33.98,27.187,2.052,1.873,2.231,1.1870000000000000,1.119,1.255,0.522,0.321,0.723,4.2375,4.369,4.106,4.2375,4.369,4.106,5.438000000000000,5.697,5.179,5.438000000000000,5.697,5.179,6.232,6.399,6.065,6.232,6.399,6.065,47.268584,-122.480575,July 3rd
2024-07-03T20:00:00Z,0,42.467,42.467,42.467,78.067,78.067,78.067,1014.651,1014.651,1014.651,87.674,,87.674,0.01,3.4,3.5,3.3,12.7,12.7,12.6,9.2,9.3,9.2,154.8,154.5,155.1,843.9345000000000,846.37,841.499,243.937,245.651,242.223,28.7205,31.058,26.383,2.013,2.085,1.941,1.1060000000000000,1.152,1.06,0.507,0.264,0.75,4.1265,4.211,4.042,4.1265,4.211,4.042,5.199,5.363,5.035,5.199,5.363,5.035,5.971,6.124,5.818,5.971,6.124,5.818,47.268584,-122.480575,July 3rd
2024-07-03T20:30:00Z,0,40.933,40.933,40.933,79.667,79.667,79.667,1014.489,1014.489,1014.489,87.814,,87.814,0.01,3.3,3.4,3.2,12.4,12.5,12.4,9.1,9.1,9.1,156.5,156.3,156.7,828.889,830.378,827.4,239.5375,240.31,238.765,27.674500000000000,29.522,25.827,1.872,1.747,1.997,1.0035,0.824,1.183,0.5760000000000000,0.255,0.897,4.0235,4.045,4.002,4.0235,4.045,4.002,5.084,5.193,4.975,5.084,5.193,4.975,5.7905,5.729,5.852,5.7905,5.729,5.852,47.268584,-122.480575,July 3rd
2024-07-03T21:00:00Z,0,39.467,39.467,39.467,80.6,80.6,80.6,1014.266,1014.266,1014.266,87.568,,87.568,0.01,3.1,3.3,2.9,11.7,11.9,11.5,8.8,8.9,8.7,162.1,160.4,163.7,781.4795000000000,794.818,768.141,224.164,228.198,220.13,25.2105,28.035,22.386,1.8135,1.793,1.834,0.9950000000000000,0.977,1.013,0.45700000000000000,0.299,0.615,3.6935000000000000,3.85,3.537,3.6935000000000000,3.85,3.537,4.640000000000000,4.881,4.399,4.640000000000000,4.881,4.399,5.3405000000000000,5.534,5.147,5.3405000000000000,5.534,5.147,47.268584,-122.480575,July 3rd
2024-07-03T21:30:00Z,0,39.2,39.2,39.2,80.2,80.2,80.2,1014.125,1014.125,1014.125,88.85,,88.85,0.01,3.2,3.2,3.1,11.9,11.9,12,8.9,8.9,8.9,160.4,160.7,160.1,795.2115,792.988,797.435,228.2575,229.015,227.5,26.3125,27.4,25.225,1.9335,1.912,1.955,0.99,1.033,0.947,0.40450000000000000,0.327,0.482,3.801,3.837,3.765,3.801,3.837,3.765,4.8245000000000000,4.858,4.791,4.8245000000000000,4.858,4.791,5.505,5.55,5.46,5.505,5.55,5.46,47.268584,-122.480575,July 3rd
