time_stamp,private,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,voc,voc_a,voc_b,analog_input,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_cf_1,pm1.0_cf_1_a,pm1.0_cf_1_b,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b,latitude,longitude
2024-07-03T05:00:00Z,0,42.667,42.667,42.667,74.533,74.533,74.533,1010.129,1010.129,1010.129,92.137,,92.137,0.02,2.1,2.2,2,8.3,8.5,8.2,6.9,7,6.8,194.9,193,196.7,556.3820000000000,566.874,545.89,160.3045,162.713,157.896,17.857,19.035,16.679,2.7835,2.966,2.601,1.701,1.915,1.487,0.921,0.966,0.876,2.1555,2.215,2.096,2.1555,2.215,2.096,3.0785,3.193,2.964,3.0785,3.193,2.964,4.274,4.533,4.015,4.274,4.533,4.015,47.173307,-122.437636
2024-07-03T05:30:00Z,0,43,43,43,73,73,73,1010.176,1010.176,1010.176,94.391,,94.391,0.02,1.8,1.8,1.7,7.3,7.4,7.1,6.3,6.4,6.2,208.4,206.4,210.5,484.13650000000000,494.364,473.909,139.3245,142.403,136.246,14.743,15.981,13.505,2.51,2.681,2.339,1.645,1.665,1.625,0.9315,1.003,0.86,1.759,1.805,1.713,1.759,1.805,1.713,2.3975,2.523,2.272,2.3975,2.523,2.272,3.6015000000000000,3.743,3.46,3.6015000000000000,3.743,3.46,47.173307,-122.437636
2024-07-03T06:00:00Z,0,44.533,44.533,44.533,71.6,71.6,71.6,1010.493,1010.493,1010.493,92.451,,92.451,0.02,1.6,1.7,1.5,6.6,6.8,6.4,5.8,6,5.7,217.5,214.1,221,440.48850000000000,456.237,424.74,127.684,131.145,124.223,12.817,14.276,11.358,2.3085,2.617,2,1.4245,1.645,1.204,0.821,0.861,0.781,1.5265,1.639,1.414,1.5265,1.639,1.414,2.115,2.219,2.011,2.115,2.219,2.011,3.1425,3.399,2.886,3.1425,3.399,2.886,47.173307,-122.437636
2024-07-03T06:30:00Z,0,45.867,45.867,45.867,70.533,70.533,70.533,1010.677,1010.677,1010.677,89.713,,89.713,0.02,1.8,1.8,1.7,7.3,7.3,7.2,6.3,6.3,6.2,208.4,207.5,209.3,484.08800000000000,488.639,479.537,140.394,140.607,140.181,15.089,15.75,14.428,2.6605,2.61,2.711,1.7565,1.664,1.849,0.9635,0.958,0.969,1.7805,1.819,1.742,1.7805,1.819,1.742,2.4415,2.511,2.372,2.4415,2.511,2.372,3.7045,3.752,3.657,3.7045,3.752,3.657,47.173307,-122.437636
2024-07-03T07:00:00Z,0,47.467,47.467,47.467,69.067,69.067,69.067,1011.09,1011.09,1011.09,92.385,,92.385,0.02,2.1,2.2,2,8.9,9.1,8.7,7.3,7.4,7.2,188.3,186.2,190.5,594.902,607.775,582.029,171.89750000000000,173.796,169.999,16.829,17.685,15.973,2.684,2.501,2.867,1.666,1.533,1.799,0.996,0.943,1.049,2.383,2.471,2.295,2.383,2.471,2.295,3.2345000000000000,3.291,3.178,3.2345000000000000,3.291,3.178,4.448,4.452,4.444,4.448,4.452,4.444,47.173307,-122.437636
2024-07-03T07:30:00Z,0,48,48,48,68.733,68.733,68.733,1011.328,1011.328,1011.328,91.521,,91.521,0.02,2.5,2.5,2.5,10.2,10.3,10.1,8,8.1,8,175.1,174.3,176,681.737,687.669,675.805,197.9955,197.002,198.989,19.661,19.587,19.735,2.8575,2.74,2.975,1.862,1.641,2.083,1.108,0.969,1.247,2.942,2.953,2.931,2.942,2.953,2.931,3.879,3.899,3.859,3.879,3.899,3.859,5.2170000000000000,5.097,5.337,5.2170000000000000,5.097,5.337,47.173307,-122.437636
2024-07-03T08:00:00Z,0,48.667,48.667,48.667,67.4,67.4,67.4,1011.622,1011.622,1011.622,88.238,,88.238,0.02,2.7,2.8,2.5,10.8,10.9,10.6,8.3,8.4,8.2,170.3,168.8,171.8,716.798,727.792,705.804,209.0055,211.973,206.038,22.301000000000000,24.731,19.871,3.326,3.503,3.149,1.7905,1.941,1.64,1.018,1.149,0.887,3.2075,3.29,3.125,3.2075,3.29,3.125,4.29,4.44,4.14,4.29,4.44,4.14,5.6445,5.951,5.338,5.6445,5.951,5.338,47.173307,-122.437636
2024-07-03T08:30:00Z,0,50.333,50.333,50.333,67.2,67.2,67.2,1011.965,1011.965,1011.965,92.334,,92.334,0.02,2.2,2.2,2.1,8.9,8.9,8.8,7.3,7.3,7.2,188.8,188.4,189.3,591.742,594.581,588.903,171.64500000000000,172.379,170.911,17.631,18.493,16.769,2.7835,2.903,2.664,1.7045,1.844,1.565,0.8135,0.935,0.692,2.3420000000000000,2.381,2.303,2.3420000000000000,2.381,2.303,3.2055,3.263,3.148,3.2055,3.263,3.148,4.3885000000000000,4.602,4.175,4.3885000000000000,4.602,4.175,47.173307,-122.437636
2024-07-03T09:00:00Z,0,50.4,50.4,50.4,67.4,67.4,67.4,1011.968,1011.968,1011.968,93.725,,93.725,0.02,2,2.1,1.9,8.3,8.6,8,6.9,7.1,6.7,195.6,192.3,199,552.025,571.063,532.987,160.188,164.739,155.637,16.339,17.361,15.317,2.4605000000000000,2.67,2.251,1.616,1.747,1.485,0.9185,0.879,0.958,2.1855,2.3,2.071,2.1855,2.3,2.071,2.9935,3.158,2.829,2.9935,3.158,2.829,4.1115,4.336,3.887,4.1115,4.336,3.887,47.173307,-122.437636
2024-07-03T09:30:00Z,0,50.2,50.2,50.2,67.133,67.133,67.133,1011.811,1011.811,1011.811,94.743,,94.743,0.02,1.9,2,1.9,8,8.2,7.8,6.7,6.8,6.6,198.8,196.7,200.9,534.56,546.069,523.051,155.347,157.888,152.806,15.8585,16.201,15.516,2.775,2.828,2.722,1.726,1.684,1.768,0.9975000000000000,0.94,1.055,2.0665,2.125,2.008,2.0665,2.125,2.008,2.873,2.947,2.799,2.873,2.947,2.799,4.08,4.151,4.009,4.08,4.151,4.009,47.173307,-122.437636
2024-07-03T10:00:00Z,0,50.333,50.333,50.333,66.667,66.667,66.667,1011.873,1011.873,1011.873,92.847,,92.847,0.02,2.1,2.2,2,8.3,8.5,8.1,6.9,7,6.8,195.5,192.8,198.3,552.582,568.303,536.861,160.6925,164.208,157.177,18.336,19.435,17.237,2.9555,3.224,2.687,2.0255,2.204,1.847,1.0735000000000000,1.092,1.055,2.1915,2.255,2.128,2.1915,2.255,2.128,3.0600000000000000,3.155,2.965,3.0600000000000000,3.155,2.965,4.467,4.693,4.241,4.467,4.693,4.241,47.173307,-122.437636
2024-07-03T10:30:00Z,0,50.267,50.267,50.267,65.933,65.933,65.933,1011.953,1011.953,1011.953,87.775,,87.775,0.02,2.1,2.2,2,8.7,8.9,8.6,7.2,7.3,7.1,190.4,188.8,192,582.494,592.221,572.767,168.7845,170.328,167.241,17.4915,19.173,15.81,2.7975000000000000,2.851,2.744,1.7295,1.719,1.74,0.948,1.011,0.885,2.3555,2.351,2.36,2.3555,2.351,2.36,3.1515,3.195,3.108,3.1515,3.195,3.108,4.418,4.529,4.307,4.418,4.529,4.307,47.173307,-122.437636
2024-07-03T11:00:00Z,0,51.133,51.133,51.133,65.533,65.533,65.533,1011.897,1011.897,1011.897,86.005,,86.005,0.02,2.1,2.2,2.1,8.8,9.1,8.5,7.2,7.4,7,189.9,186.7,193.1,585.6625,604.672,566.653,170.94850000000000,174.872,167.025,17.1155,18.247,15.984,2.4585,2.61,2.307,1.483,1.631,1.335,0.7985,0.843,0.754,2.429,2.518,2.34,2.429,2.518,2.34,3.263,3.379,3.147,3.263,3.379,3.147,4.372,4.588,4.156,4.372,4.588,4.156,47.173307,-122.437636
2024-07-03T11:30:00Z,0,50.867,50.867,50.867,64.8,64.8,64.8,1011.981,1011.981,1011.981,88.063,,88.063,0.02,2.4,2.5,2.2,9.4,9.9,9,7.6,7.8,7.3,183.1,178.7,187.7,627.8305,656.96,598.701,183.5085,189.92,177.097,19.885,21.132,18.638,2.977,3.106,2.848,1.859,1.963,1.755,1.001,1.054,0.948,2.6965,2.868,2.525,2.6965,2.868,2.525,3.692,3.859,3.525,3.692,3.859,3.525,4.995000000000000,5.297,4.693,4.995000000000000,5.297,4.693,47.173307,-122.437636
2024-07-03T12:00:00Z,0,51.267,51.267,51.267,64,64,64,1012.219,1012.219,1012.219,89.445,,89.445,0.02,2.8,2.8,2.7,10.8,11,10.6,8.3,8.4,8.2,169.9,168.5,171.4,719.3905,730.22,708.561,210.60400000000000,212.585,208.623,23.9205,25.201,22.64,3.15,3.759,2.541,1.78,2.085,1.475,0.8455,0.914,0.777,3.3305,3.401,3.26,3.3305,3.401,3.26,4.4715,4.584,4.359,4.4715,4.584,4.359,5.732000000000000,6.077,5.387,5.732000000000000,6.077,5.387,47.173307,-122.437636
2024-07-03T12:30:00Z,0,52,52,52,64,64,64,1012.359,1012.359,1012.359,92.061,,92.061,0.02,2.3,2.4,2.3,9.1,9.4,8.9,7.4,7.5,7.3,186,183.5,188.6,609.3010000000000,625.053,593.549,178.0365,181.722,174.351,19.725,20.689,18.761,2.7015000000000000,2.895,2.508,1.7350000000000000,1.941,1.529,0.978,1.227,0.729,2.5870000000000000,2.749,2.425,2.5870000000000000,2.749,2.425,3.4990000000000000,3.699,3.299,3.4990000000000000,3.699,3.299,4.726000000000000,5.121,4.331,4.726000000000000,5.121,4.331,47.173307,-122.437636
2024-07-03T13:00:00Z,0,53.533,53.533,53.533,65.333,65.333,65.333,1012.421,1012.421,1012.421,98.585,,98.585,0.02,2.5,2.6,2.4,9.5,9.8,9.2,7.6,7.8,7.4,182.4,179.6,185.3,632.307,650.586,614.028,184.7625,189.638,179.887,21.676000000000000,22.119,21.233,2.9685,2.733,3.204,1.911,1.622,2.2,1.042,0.847,1.237,2.62,2.689,2.551,2.62,2.689,2.551,3.6240000000000000,3.731,3.517,3.6240000000000000,3.731,3.517,4.963000000000000,4.887,5.039,4.963000000000000,4.887,5.039,47.173307,-122.437636
2024-07-03T13:30:00Z,0,53.333,53.333,53.333,66.667,66.667,66.667,1012.661,1012.661,1012.661,98.244,,98.244,0.02,2.5,2.5,2.4,9.3,9.4,9.2,7.5,7.6,7.4,184.1,182.8,185.4,621.582,629.933,613.231,181.1205,182.52,179.721,22.227,23.197,21.257,3.237,3.113,3.361,2.052,1.906,2.198,1.202,1.059,1.345,2.607,2.604,2.61,2.607,2.604,2.61,3.6190000000000000,3.664,3.574,3.6190000000000000,3.664,3.574,5.1015,5.055,5.148,5.1015,5.055,5.148,47.173307,-122.437636
2024-07-03T14:00:00Z,0,52.133,52.133,52.133,67.8,67.8,67.8,1012.731,1012.731,1012.731,94.785,,94.785,0.02,2.3,2.4,2.2,8.8,9.1,8.6,7.2,7.4,7.1,189.6,186.9,192.3,587.412,603.687,571.137,172.6125,177.779,167.446,21.3265,22.781,19.872,3.6335,3.748,3.519,2.343,2.432,2.254,1.2850000000000000,1.375,1.195,2.3690000000000000,2.465,2.273,2.3690000000000000,2.465,2.273,3.438,3.628,3.248,3.438,3.628,3.248,5.0905000000000000,5.351,4.83,5.0905000000000000,5.351,4.83,47.173307,-122.437636
2024-07-03T14:30:00Z,0,50.533,50.533,50.533,69.2,69.2,69.2,1012.821,1012.821,1012.821,94.693,,94.693,0.02,2.2,2.3,2.1,8.6,8.8,8.4,7.1,7.2,7,192.1,190.1,194.2,572.2415,584.17,560.313,167.4025,170.556,164.249,18.6775,20.15,17.205,2.7825,2.829,2.736,1.8615,1.926,1.797,1.246,1.252,1.24,2.292,2.247,2.337,2.292,2.247,2.337,3.117,3.15,3.084,3.117,3.15,3.084,4.5235,4.598,4.449,4.5235,4.598,4.449,47.173307,-122.437636
2024-07-03T15:00:00Z,0,48.667,48.667,48.667,70.133,70.133,70.133,1012.945,1012.945,1012.945,96.85,,96.85,0.02,2.3,2.4,2.2,9.1,9.1,9,7.4,7.4,7.3,186.9,186.1,187.8,603.5085,608.666,598.351,177.125,176.619,177.631,20.152,21.549,18.755,3.0025,2.911,3.094,1.9445,2.005,1.884,1.088,1.117,1.059,2.452,2.441,2.463,2.452,2.441,2.463,3.3970000000000000,3.387,3.407,3.3970000000000000,3.387,3.407,4.7765,4.812,4.741,4.7765,4.812,4.741,47.173307,-122.437636
2024-07-03T15:30:00Z,0,47.2,47.2,47.2,71.8,71.8,71.8,1012.981,1012.981,1012.981,93.475,,93.475,0.02,2.5,2.6,2.4,10,10.1,9.9,7.9,7.9,7.8,177.4,176.2,178.6,665.951,674.27,657.632,194.577,194.091,195.063,21.493000000000000,22.671,20.315,3.0735,2.8,3.347,1.7775000000000000,1.751,1.804,1.0025,0.962,1.043,2.8105,2.763,2.858,2.8105,2.763,2.858,3.86,3.819,3.901,3.86,3.819,3.901,5.147,5.123,5.171,5.147,5.123,5.171,47.173307,-122.437636
2024-07-03T16:00:00Z,0,45.933,45.933,45.933,72.733,72.733,72.733,1012.979,1012.979,1012.979,98.25,,98.25,0.02,2.5,2.6,2.5,10.3,10.5,10.2,8.1,8.2,8,174,172.5,175.6,689.3505,700.632,678.069,199.0865,200.502,197.671,20.478,21.43,19.526,2.956,2.92,2.992,1.8595000000000000,1.747,1.972,0.987,0.982,0.992,2.9535,2.932,2.975,2.9535,2.932,2.975,3.8760000000000000,3.895,3.857,3.8760000000000000,3.895,3.857,5.195,5.219,5.171,5.195,5.219,5.171,47.173307,-122.437636
2024-07-03T16:30:00Z,0,44.733,44.733,44.733,73.667,73.667,73.667,1013.065,1013.065,1013.065,96.207,,96.207,0.02,2.7,2.8,2.6,10.9,11.1,10.6,8.3,8.5,8.2,169.4,167,171.8,723.6305,742.014,705.247,210.757,214.579,206.935,21.639,22.979,20.299,2.827,2.909,2.745,1.7955,1.697,1.894,1.0740000000000000,0.893,1.255,3.2105,3.221,3.2,3.2105,3.221,3.2,4.248,4.41,4.086,4.248,4.41,4.086,5.5205,5.603,5.438,5.5205,5.603,5.438,47.173307,-122.437636
2024-07-03T17:00:00Z,0,43.533,43.533,43.533,74.733,74.733,74.733,1013.175,1013.175,1013.175,97.717,,97.717,0.02,3.1,3.1,3,12.1,12.3,11.9,9,9,8.9,159,157.8,160.3,806.8095000000000,817.376,796.243,236.2135,238.452,233.975,25.2485,25.772,24.725,3.1435,3.162,3.125,2.059,2.073,2.045,1.2315,1.306,1.157,3.754,3.783,3.725,3.754,3.783,3.725,4.8405000000000000,4.859,4.822,4.8405000000000000,4.859,4.822,6.325000000000000,6.411,6.239,6.325000000000000,6.411,6.239,47.173307,-122.437636
2024-07-03T17:30:00Z,0,42.667,42.667,42.667,75.933,75.933,75.933,1013.168,1013.168,1013.168,96.023,,96.023,0.02,3.2,3.3,3.2,12.9,13,12.9,9.4,9.4,9.4,152.7,152.4,153.1,863.085,866.273,859.897,251.34550000000000,250.231,252.46,26.375,26.985,25.765,3.2395,3.137,3.342,2.001,1.901,2.101,1.103,1.073,1.133,4.0745000000000000,4.017,4.132,4.0745000000000000,4.017,4.132,5.253500000000000,5.184,5.323,5.253500000000000,5.184,5.323,6.678,6.558,6.798,6.678,6.558,6.798,47.173307,-122.437636
2024-07-03T18:00:00Z,0,40.667,40.667,40.667,78.067,78.067,78.067,1013.004,1013.004,1013.004,96.759,,96.759,0.02,3.2,3.2,3.1,12.7,12.8,12.7,9.3,9.3,9.2,154.2,153.5,154.9,849.9535,856.262,843.645,247.84000000000000,246.837,248.843,25.3765,26.633,24.12,3.0865,3.275,2.898,2.031,2.043,2.019,1.2425,1.301,1.184,4.034,3.964,4.104,4.034,3.964,4.104,5.1275000000000000,5.07,5.185,5.1275000000000000,5.07,5.185,6.575000000000000,6.582,6.568,6.575000000000000,6.582,6.568,47.173307,-122.437636
2024-07-03T18:30:00Z,0,39.2,39.2,39.2,80.2,80.2,80.2,1012.901,1012.901,1012.901,101.619,,101.619,0.02,3.4,3.4,3.3,13.5,13.7,13.3,9.6,9.7,9.6,148.8,147.8,149.9,900.0855000000000,910.78,889.391,263.10800000000000,263.441,262.775,26.691500000000000,27.868,25.515,2.8395,3.036,2.643,1.8845,2.007,1.762,1.0395000000000000,0.966,1.113,4.2725,4.269,4.276,4.2725,4.269,4.276,5.3920000000000000,5.401,5.383,5.3920000000000000,5.401,5.383,6.717500000000000,6.794,6.641,6.717500000000000,6.794,6.641,47.173307,-122.437636
2024-07-03T19:00:00Z,0,36.867,36.867,36.867,82.267,82.267,82.267,1012.692,1012.692,1012.692,95.903,,95.903,0.02,3.5,3.6,3.4,13.9,14.2,13.6,9.8,10,9.7,146.1,144,148.2,927.783,948.923,906.643,270.3485,274.475,266.222,28.2035,29.329,27.078,2.95,3.091,2.809,1.813,1.833,1.793,1.0405,1.03,1.051,4.454000000000000,4.559,4.349,4.454000000000000,4.559,4.349,5.6345,5.742,5.527,5.6345,5.742,5.527,6.9745,7.148,6.801,6.9745,7.148,6.801,47.173307,-122.437636
2024-07-03T19:30:00Z,0,36.067,36.067,36.067,83.067,83.067,83.067,1012.424,1012.424,1012.424,96.219,,96.219,0.02,3.7,3.8,3.5,14.5,14.8,14.3,10.1,10.2,10,142.1,140.5,143.8,968.7745,986.382,951.167,282.796,285.207,280.385,28.8475,30.657,27.038,2.7525,2.928,2.577,1.77,1.832,1.708,0.9735,1.113,0.834,4.7510000000000000,4.713,4.789,4.7510000000000000,4.713,4.789,5.992,6.007,5.977,5.992,6.007,5.977,7.2490000000000000,7.347,7.151,7.2490000000000000,7.347,7.151,47.173307,-122.437636
2024-07-03T20:00:00Z,0,34.467,34.467,34.467,85.667,85.667,85.667,1012.197,1012.197,1012.197,94.101,,94.101,0.02,3.6,3.6,3.5,14.5,14.8,14.2,10.1,10.2,9.9,142.5,140.5,144.5,965.2830000000000,986.406,944.16,281.8375,285.288,278.387,27.665,28.4,26.93,2.899,2.943,2.855,1.8295,1.731,1.928,1.119,1.042,1.196,4.740500000000000,4.815,4.666,4.740500000000000,4.815,4.666,5.921000000000000,6.015,5.827,5.921000000000000,6.015,5.827,7.2675,7.323,7.212,7.2675,7.323,7.212,47.173307,-122.437636
2024-07-03T20:30:00Z,0,32.667,32.667,32.667,86,86,86,1012.014,1012.014,1012.014,95.403,,95.403,0.02,3.7,3.8,3.6,14.7,14.9,14.5,10.2,10.2,10.1,141.2,140,142.5,978.609,992.479,964.739,284.87300000000000,286.581,283.165,29.4595,30.287,28.632,2.7650000000000000,2.823,2.707,1.59,1.711,1.469,0.972,1.127,0.817,4.923,4.973,4.873,4.923,4.973,4.873,6.1900000000000000,6.229,6.151,6.1900000000000000,6.229,6.151,7.353,7.548,7.158,7.353,7.548,7.158,47.173307,-122.437636
2024-07-03T21:00:00Z,0,31.733,31.733,31.733,86.267,86.267,86.267,1011.687,1011.687,1011.687,103.423,,103.423,0.02,3.9,4,3.8,15.2,15.3,15.1,10.4,10.4,10.3,138.4,137.8,139,1010.3185000000000,1016.908,1003.729,293.637,292.853,294.421,31.51,33.008,30.012,2.684,2.629,2.739,1.7970000000000000,1.731,1.863,0.963,0.913,1.013,5.0945,5.123,5.066,5.0945,5.123,5.066,6.390500000000000,6.411,6.37,6.390500000000000,6.411,6.37,7.6715,7.662,7.681,7.6715,7.662,7.681,47.173307,-122.437636
2024-07-03T21:30:00Z,0,31.733,31.733,31.733,87.333,87.333,87.333,1011.444,1011.444,1011.444,95.247,,95.247,0.02,4,4,4,15.7,15.9,15.5,10.6,10.7,10.5,135.4,134.3,136.4,1045.13,1057.159,1033.101,304.82350000000000,304.087,305.56,32.033500000000000,31.824,32.243,2.9845,3.18,2.789,1.905,1.931,1.879,1.0565,1.151,0.962,5.2835,5.213,5.354,5.2835,5.213,5.354,6.661,6.622,6.7,6.661,6.622,6.7,8.0315,8.036,8.027,8.0315,8.036,8.027,47.173307,-122.437636
2024-07-03T22:00:00Z,0,31.533,31.533,31.533,88.733,88.733,88.733,1011.374,1011.374,1011.374,89.771,,89.771,0.02,3.1,3.1,3.1,13,13.2,12.8,9.4,9.5,9.3,152.2,151,153.5,867.668,879.417,855.919,252.05,252.577,251.523,22.876000000000000,22.779,22.973,2.431,2.725,2.137,1.5965000000000000,1.759,1.434,0.944,0.987,0.901,4.106,4.116,4.096,4.106,4.116,4.096,5.0835,5.108,5.059,5.0835,5.108,5.059,6.24,6.351,6.129,6.24,6.351,6.129,47.173307,-122.437636
