#,Date-Time (PST/PDT),Temperature   (°C),Low Power Warning,Safe Shut down Low Battery,Stopped,End of File
1201,04/02/2024 13:00:00,19.22,,,,
1202,04/02/2024 14:00:00,20.72,,,,
1203,04/02/2024 15:00:00,21.92,,,,
1204,04/02/2024 16:00:00,19.09,,,,
1205,04/02/2024 17:00:00,18.87,,,,
1206,04/02/2024 18:00:00,15.91,,,,
1207,04/02/2024 19:00:00,12.87,,,,
1208,04/02/2024 20:00:00,11.92,,,,
1209,04/02/2024 21:00:00,11.97,,,,
1210,04/02/2024 22:00:00,9.22,,,,
1211,04/02/2024 23:00:00,8.53,,,,
1212,04/03/2024 00:00:00,7.42,,,,
1213,04/03/2024 01:00:00,6.86,,,,
1214,04/03/2024 02:00:00,6.82,,,,
1215,04/03/2024 03:00:00,6.30,,,,
1216,04/03/2024 04:00:00,5.57,,,,
1217,04/03/2024 05:00:00,5.27,,,,
1218,04/03/2024 06:00:00,5.45,,,,
1219,04/03/2024 07:00:00,5.19,,,,
1220,04/03/2024 08:00:00,5.92,,,,
1221,04/03/2024 09:00:00,7.20,,,,
1222,04/03/2024 10:00:00,8.83,,,,
1223,04/03/2024 11:00:00,9.01,,,,
1224,04/03/2024 12:00:00,11.15,,,,
1225,04/03/2024 13:00:00,9.52,,,,
1226,04/03/2024 14:00:00,11.07,,,,
1227,04/03/2024 15:00:00,12.14,,,,
1228,04/03/2024 16:00:00,12.27,,,,
1229,04/03/2024 17:00:00,12.40,,,,
1230,04/03/2024 18:00:00,11.45,,,,
1231,04/03/2024 19:00:00,9.65,,,,
1232,04/03/2024 20:00:00,8.41,,,,
1233,04/03/2024 21:00:00,7.72,,,,
1234,04/03/2024 22:00:00,6.99,,,,
1235,04/03/2024 23:00:00,6.69,,,,
1236,04/04/2024 00:00:00,6.56,,,,
1237,04/04/2024 01:00:00,6.52,,,,
1238,04/04/2024 02:00:00,6.56,,,,
1239,04/04/2024 03:00:00,6.48,,,,
1240,04/04/2024 04:00:00,6.43,,,,
1241,04/04/2024 05:00:00,6.13,,,,
1242,04/04/2024 06:00:00,5.87,,,,
1243,04/04/2024 07:00:00,6.39,,,,
1244,04/04/2024 08:00:00,6.43,,,,
1245,04/04/2024 09:00:00,6.56,,,,
1246,04/04/2024 10:00:00,6.78,,,,
1247,04/04/2024 11:00:00,6.26,,,,
1248,04/04/2024 12:00:00,6.35,,,,
1249,04/04/2024 13:00:00,6.35,,,,
1250,04/04/2024 14:00:00,6.65,,,,
1251,04/04/2024 15:00:00,7.20,,,,
1252,04/04/2024 16:00:00,7.68,,,,
1253,04/04/2024 17:00:00,7.55,,,,
1254,04/04/2024 18:00:00,7.63,,,,
1255,04/04/2024 19:00:00,7.29,,,,
1256,04/04/2024 20:00:00,6.73,,,,
1257,04/04/2024 21:00:00,6.30,,,,
1258,04/04/2024 22:00:00,6.13,,,,
1259,04/04/2024 23:00:00,5.70,,,,
1260,04/05/2024 00:00:00,5.40,,,,
1261,04/05/2024 01:00:00,5.36,,,,
1262,04/05/2024 02:00:00,5.15,,,,
1263,04/05/2024 03:00:00,5.02,,,,
1264,04/05/2024 04:00:00,4.72,,,,
1265,04/05/2024 05:00:00,4.76,,,,
1266,04/05/2024 06:00:00,4.76,,,,
1267,04/05/2024 07:00:00,4.80,,,,
1268,04/05/2024 08:00:00,5.06,,,,
1269,04/05/2024 09:00:00,5.57,,,,
1270,04/05/2024 10:00:00,6.22,,,,
1271,04/05/2024 11:00:00,7.50,,,,
1272,04/05/2024 12:00:00,9.82,,,,
1273,04/05/2024 13:00:00,10.98,,,,
1274,04/05/2024 14:00:00,11.41,,,,
1275,04/05/2024 15:00:00,10.98,,,,
1276,04/05/2024 16:00:00,11.71,,,,
1277,04/05/2024 17:00:00,11.41,,,,
1278,04/05/2024 18:00:00,9.91,,,,
1279,04/05/2024 19:00:00,9.99,,,,
1280,04/05/2024 20:00:00,9.26,,,,
1281,04/05/2024 21:00:00,8.71,,,,
1282,04/05/2024 22:00:00,8.45,,,,
1283,04/05/2024 23:00:00,8.75,,,,
1284,04/06/2024 00:00:00,8.19,,,,
1285,04/06/2024 01:00:00,7.68,,,,
1286,04/06/2024 02:00:00,7.29,,,,
1287,04/06/2024 03:00:00,7.16,,,,
1288,04/06/2024 04:00:00,6.56,,,,
1289,04/06/2024 05:00:00,6.17,,,,
1290,04/06/2024 06:00:00,6.35,,,,
1291,04/06/2024 07:00:00,5.75,,,,
1292,04/06/2024 08:00:00,6.26,,,,
1293,04/06/2024 09:00:00,7.38,,,,
1294,04/06/2024 10:00:00,8.06,,,,
1295,04/06/2024 11:00:00,8.11,,,,
1296,04/06/2024 12:00:00,8.02,,,,
1297,04/06/2024 13:00:00,8.11,,,,
1298,04/06/2024 14:00:00,8.41,,,,
1299,04/06/2024 15:00:00,8.58,,,,
1300,04/06/2024 16:00:00,8.06,,,,
1301,04/06/2024 17:00:00,8.15,,,,
1302,04/06/2024 18:00:00,8.79,,,,
1303,04/06/2024 19:00:00,9.31,,,,
1304,04/06/2024 20:00:00,8.92,,,,
1305,04/06/2024 21:00:00,8.23,,,,
1306,04/06/2024 22:00:00,7.72,,,,
1307,04/06/2024 23:00:00,7.12,,,,
1308,04/07/2024 00:00:00,6.69,,,,
1309,04/07/2024 01:00:00,6.09,,,,
1310,04/07/2024 02:00:00,5.57,,,,
1311,04/07/2024 03:00:00,6.30,,,,
1312,04/07/2024 04:00:00,6.56,,,,
1313,04/07/2024 05:00:00,6.26,,,,
1314,04/07/2024 06:00:00,6.09,,,,
1315,04/07/2024 07:00:00,6.17,,,,
1316,04/07/2024 08:00:00,7.20,,,,
1317,04/07/2024 09:00:00,7.89,,,,
1318,04/07/2024 10:00:00,10.46,,,,
1319,04/07/2024 11:00:00,10.29,,,,
1320,04/07/2024 12:00:00,10.94,,,,
1321,04/07/2024 13:00:00,12.78,,,,
1322,04/07/2024 14:00:00,10.42,,,,
1323,04/07/2024 15:00:00,11.79,,,,
1324,04/07/2024 16:00:00,9.69,,,,
1325,04/07/2024 17:00:00,10.98,,,,
1326,04/07/2024 18:00:00,11.28,,,,
1327,04/07/2024 19:00:00,11.02,,,,
1328,04/07/2024 20:00:00,9.78,,,,
1329,04/07/2024 21:00:00,8.36,,,,
1330,04/07/2024 22:00:00,7.72,,,,
1331,04/07/2024 23:00:00,7.08,,,,
1332,04/08/2024 00:00:00,6.43,,,,
1333,04/08/2024 01:00:00,5.49,,,,
1334,04/08/2024 02:00:00,5.40,,,,
1335,04/08/2024 03:00:00,5.49,,,,
1336,04/08/2024 04:00:00,5.32,,,,
1337,04/08/2024 05:00:00,5.45,,,,
1338,04/08/2024 06:00:00,5.57,,,,
1339,04/08/2024 07:00:00,6.05,,,,
1340,04/08/2024 08:00:00,6.48,,,,
1341,04/08/2024 09:00:00,7.08,,,,
1342,04/08/2024 10:00:00,7.85,,,,
1343,04/08/2024 11:00:00,8.83,,,,
1344,04/08/2024 12:00:00,9.78,,,,
1345,04/08/2024 13:00:00,10.55,,,,
1346,04/08/2024 14:00:00,12.10,,,,
1347,04/08/2024 15:00:00,12.95,,,,
1348,04/08/2024 16:00:00,12.18,,,,
1349,04/08/2024 17:00:00,11.75,,,,
1350,04/08/2024 18:00:00,11.45,,,,
1351,04/08/2024 19:00:00,10.59,,,,
1352,04/08/2024 20:00:00,9.86,,,,
1353,04/08/2024 21:00:00,9.69,,,,
1354,04/08/2024 22:00:00,9.61,,,,
1355,04/08/2024 23:00:00,9.65,,,,
1356,04/09/2024 00:00:00,9.69,,,,
1357,04/09/2024 01:00:00,9.65,,,,
1358,04/09/2024 02:00:00,9.56,,,,
1359,04/09/2024 03:00:00,9.48,,,,
1360,04/09/2024 04:00:00,9.48,,,,
1361,04/09/2024 05:00:00,8.92,,,,
1362,04/09/2024 06:00:00,8.79,,,,
1363,04/09/2024 07:00:00,8.11,,,,
1364,04/09/2024 08:00:00,9.44,,,,
1365,04/09/2024 09:00:00,10.89,,,,
1366,04/09/2024 10:00:00,12.61,,,,
1367,04/09/2024 11:00:00,14.11,,,,
1368,04/09/2024 12:00:00,14.88,,,,
1369,04/09/2024 13:00:00,14.50,,,,
1370,04/09/2024 14:00:00,13.90,,,,
1371,04/09/2024 15:00:00,15.06,,,,
1372,04/09/2024 16:00:00,15.74,,,,
1373,04/09/2024 17:00:00,12.74,,,,
1374,04/09/2024 18:00:00,12.31,,,,
1375,04/09/2024 19:00:00,11.88,,,,
1376,04/09/2024 20:00:00,11.41,,,,
1377,04/09/2024 21:00:00,10.77,,,,
1378,04/09/2024 22:00:00,10.94,,,,
1379,04/09/2024 23:00:00,10.34,,,,
1380,04/10/2024 00:00:00,9.82,,,,
1381,04/10/2024 01:00:00,7.98,,,,
1382,04/10/2024 02:00:00,6.86,,,,
1383,04/10/2024 03:00:00,5.92,,,,
1384,04/10/2024 04:00:00,5.27,,,,
1385,04/10/2024 05:00:00,4.50,,,,
1386,04/10/2024 06:00:00,3.94,,,,
1387,04/10/2024 07:00:00,3.73,,,,
1388,04/10/2024 08:00:00,5.32,,,,
1389,04/10/2024 09:00:00,8.06,,,,
1390,04/10/2024 10:00:00,10.38,,,,
1391,04/10/2024 11:00:00,11.41,,,,
1392,04/10/2024 12:00:00,11.84,,,,
1393,04/10/2024 13:00:00,13.34,,,,
1394,04/10/2024 14:00:00,14.15,,,,
1395,04/10/2024 15:00:00,15.01,,,,
1396,04/10/2024 16:00:00,15.23,,,,
1397,04/10/2024 17:00:00,15.06,,,,
1398,04/10/2024 18:00:00,14.88,,,,
1399,04/10/2024 19:00:00,13.98,,,,
1400,04/10/2024 20:00:00,12.65,,,,
1401,04/10/2024 21:00:00,11.28,,,,
1402,04/10/2024 22:00:00,10.51,,,,
1403,04/10/2024 23:00:00,9.86,,,,
1404,04/11/2024 00:00:00,9.31,,,,
1405,04/11/2024 01:00:00,8.11,,,,
1406,04/11/2024 02:00:00,6.82,,,,
1407,04/11/2024 03:00:00,6.22,,,,
1408,04/11/2024 04:00:00,6.00,,,,
1409,04/11/2024 05:00:00,5.92,,,,
1410,04/11/2024 06:00:00,5.92,,,,
1411,04/11/2024 07:00:00,6.05,,,,
1412,04/11/2024 08:00:00,6.78,,,,
1413,04/11/2024 09:00:00,8.79,,,,
1414,04/11/2024 10:00:00,11.32,,,,
1415,04/11/2024 11:00:00,12.44,,,,
1416,04/11/2024 12:00:00,14.41,,,,
1417,04/11/2024 13:00:00,13.47,,,,
1418,04/11/2024 14:00:00,13.77,,,,
1419,04/11/2024 15:00:00,13.81,,,,
1420,04/11/2024 16:00:00,13.51,,,,
1421,04/11/2024 17:00:00,12.87,,,,
1422,04/11/2024 18:00:00,12.27,,,,
1423,04/11/2024 19:00:00,11.15,,,,
1424,04/11/2024 20:00:00,10.55,,,,
1425,04/11/2024 21:00:00,9.48,,,,
1426,04/11/2024 22:00:00,9.05,,,,
1427,04/11/2024 23:00:00,8.92,,,,
1428,04/12/2024 00:00:00,8.96,,,,
1429,04/12/2024 01:00:00,8.79,,,,
1430,04/12/2024 02:00:00,8.66,,,,
1431,04/12/2024 03:00:00,8.53,,,,
1432,04/12/2024 04:00:00,8.58,,,,
1433,04/12/2024 05:00:00,8.41,,,,
1434,04/12/2024 06:00:00,7.89,,,,
1435,04/12/2024 07:00:00,7.76,,,,
1436,04/12/2024 08:00:00,8.49,,,,
1437,04/12/2024 09:00:00,9.05,,,,
1438,04/12/2024 10:00:00,9.44,,,,
1439,04/12/2024 11:00:00,10.98,,,,
1440,04/12/2024 12:00:00,11.92,,,,
1441,04/12/2024 13:00:00,12.57,,,,
1442,04/12/2024 14:00:00,13.25,,,,
1443,04/12/2024 15:00:00,13.51,,,,
1444,04/12/2024 16:00:00,13.64,,,,
1445,04/12/2024 17:00:00,13.47,,,,
1446,04/12/2024 18:00:00,12.91,,,,
1447,04/12/2024 19:00:00,12.44,,,,
1448,04/12/2024 20:00:00,11.28,,,,
1449,04/12/2024 21:00:00,10.81,,,,
1450,04/12/2024 22:00:00,10.51,,,,
1451,04/12/2024 23:00:00,10.16,,,,
1452,04/13/2024 00:00:00,10.04,,,,
1453,04/13/2024 01:00:00,9.52,,,,
1454,04/13/2024 02:00:00,9.05,,,,
1455,04/13/2024 03:00:00,8.83,,,,
1456,04/13/2024 04:00:00,8.66,,,,
1457,04/13/2024 05:00:00,8.41,,,,
1458,04/13/2024 06:00:00,8.11,,,,
1459,04/13/2024 07:00:00,8.11,,,,
1460,04/13/2024 08:00:00,9.05,,,,
1461,04/13/2024 09:00:00,9.61,,,,
1462,04/13/2024 10:00:00,10.46,,,,
1463,04/13/2024 11:00:00,11.24,,,,
1464,04/13/2024 12:00:00,12.35,,,,
1465,04/13/2024 13:00:00,12.91,,,,
1466,04/13/2024 14:00:00,13.34,,,,
1467,04/13/2024 15:00:00,14.54,,,,
1468,04/13/2024 16:00:00,15.44,,,,
1469,04/13/2024 17:00:00,16.13,,,,
1470,04/13/2024 18:00:00,15.61,,,,
1471,04/13/2024 19:00:00,15.78,,,,
1472,04/13/2024 20:00:00,14.88,,,,
1473,04/13/2024 21:00:00,13.47,,,,
1474,04/13/2024 22:00:00,12.48,,,,
1475,04/13/2024 23:00:00,12.01,,,,
1476,04/14/2024 00:00:00,11.19,,,,
1477,04/14/2024 01:00:00,9.82,,,,
1478,04/14/2024 02:00:00,9.61,,,,
1479,04/14/2024 03:00:00,8.06,,,,
1480,04/14/2024 04:00:00,7.20,,,,
1481,04/14/2024 05:00:00,6.43,,,,
1482,04/14/2024 06:00:00,5.66,,,,
1483,04/14/2024 07:00:00,5.19,,,,
1484,04/14/2024 08:00:00,7.76,,,,
1485,04/14/2024 09:00:00,11.54,,,,
1486,04/14/2024 10:00:00,13.08,,,,
1487,04/14/2024 11:00:00,14.33,,,,
1488,04/14/2024 12:00:00,16.26,,,,
1489,04/14/2024 13:00:00,17.89,,,,
1490,04/14/2024 14:00:00,18.53,,,,
1491,04/14/2024 15:00:00,19.77,,,,
1492,04/14/2024 16:00:00,20.25,,,,
1493,04/14/2024 17:00:00,19.95,,,,
1494,04/14/2024 18:00:00,17.46,,,,
1495,04/14/2024 19:00:00,15.31,,,,
1496,04/14/2024 20:00:00,12.44,,,,
1497,04/14/2024 21:00:00,10.98,,,,
1498,04/14/2024 22:00:00,9.65,,,,
1499,04/14/2024 23:00:00,8.79,,,,
1500,04/15/2024 00:00:00,8.66,,,,
1501,04/15/2024 01:00:00,8.71,,,,
1502,04/15/2024 02:00:00,8.66,,,,
1503,04/15/2024 03:00:00,8.83,,,,
1504,04/15/2024 04:00:00,8.79,,,,
1505,04/15/2024 05:00:00,8.75,,,,
1506,04/15/2024 06:00:00,8.53,,,,
1507,04/15/2024 07:00:00,8.49,,,,
1508,04/15/2024 08:00:00,8.49,,,,
1509,04/15/2024 09:00:00,8.62,,,,
1510,04/15/2024 10:00:00,10.34,,,,
1511,04/15/2024 11:00:00,11.97,,,,
1512,04/15/2024 12:00:00,13.60,,,,
1513,04/15/2024 13:00:00,14.24,,,,
1514,04/15/2024 14:00:00,14.75,,,,
1515,04/15/2024 15:00:00,14.54,,,,
1516,04/15/2024 16:00:00,15.01,,,,
1517,04/15/2024 17:00:00,14.28,,,,
1518,04/15/2024 18:00:00,12.40,,,,
1519,04/15/2024 19:00:00,11.49,,,,
1520,04/15/2024 20:00:00,9.91,,,,
1521,04/15/2024 21:00:00,8.79,,,,
1522,04/15/2024 22:00:00,8.15,,,,
1523,04/15/2024 23:00:00,7.68,,,,
1524,04/16/2024 00:00:00,7.25,,,,
1525,04/16/2024 01:00:00,6.73,,,,
1526,04/16/2024 02:00:00,5.87,,,,
1527,04/16/2024 03:00:00,5.57,,,,
1528,04/16/2024 04:00:00,5.36,,,,
1529,04/16/2024 05:00:00,5.45,,,,
1530,04/16/2024 06:00:00,5.02,,,,
1531,04/16/2024 07:00:00,4.67,,,,
1532,04/16/2024 08:00:00,4.84,,,,
1533,04/16/2024 09:00:00,6.17,,,,
1534,04/16/2024 10:00:00,7.12,,,,
1535,04/16/2024 11:00:00,8.32,,,,
1536,04/16/2024 12:00:00,9.78,,,,
1537,04/16/2024 13:00:00,10.98,,,,
1538,04/16/2024 14:00:00,12.05,,,,
1539,04/16/2024 15:00:00,12.65,,,,
1540,04/16/2024 16:00:00,11.24,,,,
1541,04/16/2024 17:00:00,11.79,,,,
1542,04/16/2024 18:00:00,11.41,,,,
1543,04/16/2024 19:00:00,10.89,,,,
1544,04/16/2024 20:00:00,10.38,,,,
1545,04/16/2024 21:00:00,8.49,,,,
1546,04/16/2024 22:00:00,7.42,,,,
1547,04/16/2024 23:00:00,6.39,,,,
1548,04/17/2024 00:00:00,5.70,,,,
1549,04/17/2024 01:00:00,4.76,,,,
1550,04/17/2024 02:00:00,3.90,,,,
1551,04/17/2024 03:00:00,3.26,,,,
1552,04/17/2024 04:00:00,2.66,,,,
1553,04/17/2024 05:00:00,2.14,,,,
1554,04/17/2024 06:00:00,1.71,,,,
1555,04/17/2024 07:00:00,2.06,,,,
1556,04/17/2024 08:00:00,5.53,,,,
1557,04/17/2024 09:00:00,7.16,,,,
1558,04/17/2024 10:00:00,9.01,,,,
1559,04/17/2024 11:00:00,11.11,,,,
1560,04/17/2024 12:00:00,11.32,,,,
1561,04/17/2024 13:00:00,12.40,,,,
1562,04/17/2024 14:00:00,13.04,,,,
1563,04/17/2024 15:00:00,13.85,,,,
1564,04/17/2024 16:00:00,14.37,,,,
1565,04/17/2024 17:00:00,14.11,,,,
1566,04/17/2024 18:00:00,14.07,,,,
1567,04/17/2024 19:00:00,13.51,,,,
1568,04/17/2024 20:00:00,12.14,,,,
1569,04/17/2024 21:00:00,11.19,,,,
1570,04/17/2024 22:00:00,10.46,,,,
1571,04/17/2024 23:00:00,9.91,,,,
1572,04/18/2024 00:00:00,9.39,,,,
1573,04/18/2024 01:00:00,8.92,,,,
1574,04/18/2024 02:00:00,7.29,,,,
1575,04/18/2024 03:00:00,5.75,,,,
1576,04/18/2024 04:00:00,4.50,,,,
1577,04/18/2024 05:00:00,3.43,,,,
1578,04/18/2024 06:00:00,3.17,,,,
1579,04/18/2024 07:00:00,3.09,,,,
1580,04/18/2024 08:00:00,6.95,,,,
1581,04/18/2024 09:00:00,8.83,,,,
1582,04/18/2024 10:00:00,10.21,,,,
1583,04/18/2024 11:00:00,11.84,,,,
1584,04/18/2024 12:00:00,13.43,,,,
1585,04/18/2024 13:00:00,14.93,,,,
1586,04/18/2024 14:00:00,15.87,,,,
1587,04/18/2024 15:00:00,16.77,,,,
1588,04/18/2024 16:00:00,16.99,,,,
1589,04/18/2024 17:00:00,16.69,,,,
1590,04/18/2024 18:00:00,16.30,,,,
1591,04/18/2024 19:00:00,15.44,,,,
1592,04/18/2024 20:00:00,14.24,,,,
1593,04/18/2024 21:00:00,13.30,,,,
1594,04/18/2024 22:00:00,12.65,,,,
1595,04/18/2024 23:00:00,12.10,,,,
1596,04/19/2024 00:00:00,11.75,,,,
1597,04/19/2024 01:00:00,10.85,,,,
1598,04/19/2024 02:00:00,10.38,,,,
1599,04/19/2024 03:00:00,9.74,,,,
1600,04/19/2024 04:00:00,8.02,,,,
1601,04/19/2024 05:00:00,6.56,,,,
1602,04/19/2024 06:00:00,6.65,,,,
1603,04/19/2024 07:00:00,5.19,,,,
1604,04/19/2024 08:00:00,10.98,,,,
1605,04/19/2024 09:00:00,13.34,,,,
1606,04/19/2024 10:00:00,15.23,,,,
1607,04/19/2024 11:00:00,16.21,,,,
1608,04/19/2024 12:00:00,17.33,,,,
1609,04/19/2024 13:00:00,17.84,,,,
1610,04/19/2024 14:00:00,18.49,,,,
1611,04/19/2024 15:00:00,18.83,,,,
1612,04/19/2024 16:00:00,19.43,,,,
1613,04/19/2024 17:00:00,19.39,,,,
1614,04/19/2024 18:00:00,18.83,,,,
1615,04/19/2024 19:00:00,17.67,,,,
1616,04/19/2024 20:00:00,16.04,,,,
1617,04/19/2024 21:00:00,16.47,,,,
1618,04/19/2024 22:00:00,15.23,,,,
1619,04/19/2024 23:00:00,13.21,,,,
1620,04/20/2024 00:00:00,11.45,,,,
1621,04/20/2024 01:00:00,10.51,,,,
1622,04/20/2024 02:00:00,9.18,,,,
1623,04/20/2024 03:00:00,7.76,,,,
1624,04/20/2024 04:00:00,6.69,,,,
1625,04/20/2024 05:00:00,5.79,,,,
1626,04/20/2024 06:00:00,5.19,,,,
1627,04/20/2024 07:00:00,6.17,,,,
1628,04/20/2024 08:00:00,12.40,,,,
1629,04/20/2024 09:00:00,15.74,,,,
1630,04/20/2024 10:00:00,17.72,,,,
1631,04/20/2024 11:00:00,19.90,,,,
1632,04/20/2024 12:00:00,21.40,,,,
1633,04/20/2024 13:00:00,23.12,,,,
1634,04/20/2024 14:00:00,23.08,,,,
1635,04/20/2024 15:00:00,17.29,,,,
1636,04/20/2024 16:00:00,14.11,,,,
1637,04/20/2024 17:00:00,13.25,,,,
1638,04/20/2024 18:00:00,12.18,,,,
1639,04/20/2024 19:00:00,9.86,,,,
1640,04/20/2024 20:00:00,10.25,,,,
1641,04/20/2024 21:00:00,9.82,,,,
1642,04/20/2024 22:00:00,8.83,,,,
1643,04/20/2024 23:00:00,8.36,,,,
1644,04/21/2024 00:00:00,8.32,,,,
1645,04/21/2024 01:00:00,8.23,,,,
1646,04/21/2024 02:00:00,8.02,,,,
1647,04/21/2024 03:00:00,7.42,,,,
1648,04/21/2024 04:00:00,6.90,,,,
1649,04/21/2024 05:00:00,6.43,,,,
1650,04/21/2024 06:00:00,6.00,,,,
1651,04/21/2024 07:00:00,6.43,,,,
1652,04/21/2024 08:00:00,7.76,,,,
1653,04/21/2024 09:00:00,10.59,,,,
1654,04/21/2024 10:00:00,11.92,,,,
1655,04/21/2024 11:00:00,13.00,,,,
1656,04/21/2024 12:00:00,13.81,,,,
1657,04/21/2024 13:00:00,15.27,,,,
1658,04/21/2024 14:00:00,14.71,,,,
1659,04/21/2024 15:00:00,15.61,,,,
1660,04/21/2024 16:00:00,15.66,,,,
1661,04/21/2024 17:00:00,15.01,,,,
1662,04/21/2024 18:00:00,14.80,,,,
1663,04/21/2024 19:00:00,13.98,,,,
1664,04/21/2024 20:00:00,12.74,,,,
1665,04/21/2024 21:00:00,11.02,,,,
1666,04/21/2024 22:00:00,10.55,,,,
1667,04/21/2024 23:00:00,10.38,,,,
1668,04/22/2024 00:00:00,9.74,,,,
1669,04/22/2024 01:00:00,9.39,,,,
1670,04/22/2024 02:00:00,9.56,,,,
1671,04/22/2024 03:00:00,9.09,,,,
1672,04/22/2024 04:00:00,8.45,,,,
1673,04/22/2024 05:00:00,7.93,,,,
1674,04/22/2024 06:00:00,7.38,,,,
1675,04/22/2024 07:00:00,7.59,,,,
1676,04/22/2024 08:00:00,8.45,,,,
1677,04/22/2024 09:00:00,9.35,,,,
1678,04/22/2024 10:00:00,9.99,,,,
1679,04/22/2024 11:00:00,11.32,,,,
1680,04/22/2024 12:00:00,12.44,,,,
1681,04/22/2024 13:00:00,13.00,,,,
1682,04/22/2024 14:00:00,13.68,,,,
1683,04/22/2024 15:00:00,14.15,,,,
1684,04/22/2024 16:00:00,15.36,,,,
1685,04/22/2024 17:00:00,15.36,,,,
1686,04/22/2024 18:00:00,15.18,,,,
1687,04/22/2024 19:00:00,14.63,,,,
1688,04/22/2024 20:00:00,13.00,,,,
1689,04/22/2024 21:00:00,12.05,,,,
1690,04/22/2024 22:00:00,11.54,,,,
1691,04/22/2024 23:00:00,11.19,,,,
1692,04/23/2024 00:00:00,10.94,,,,
1693,04/23/2024 01:00:00,10.81,,,,
1694,04/23/2024 02:00:00,10.46,,,,
1695,04/23/2024 03:00:00,9.44,,,,
1696,04/23/2024 04:00:00,8.15,,,,
1697,04/23/2024 05:00:00,7.46,,,,
1698,04/23/2024 06:00:00,6.90,,,,
1699,04/23/2024 07:00:00,7.03,,,,
1700,04/23/2024 08:00:00,9.69,,,,
1701,04/23/2024 09:00:00,11.58,,,,
1702,04/23/2024 10:00:00,13.38,,,,
1703,04/23/2024 11:00:00,15.27,,,,
1704,04/23/2024 12:00:00,17.16,,,,
1705,04/23/2024 13:00:00,19.13,,,,
1706,04/23/2024 14:00:00,20.50,,,,
1707,04/23/2024 15:00:00,22.09,,,,
1708,04/23/2024 16:00:00,21.96,,,,
1709,04/23/2024 17:00:00,21.92,,,,
1710,04/23/2024 18:00:00,22.05,,,,
1711,04/23/2024 19:00:00,21.49,,,,
1712,04/23/2024 20:00:00,18.57,,,,
1713,04/23/2024 21:00:00,15.87,,,,
1714,04/23/2024 22:00:00,14.33,,,,
1715,04/23/2024 23:00:00,12.70,,,,
1716,04/24/2024 00:00:00,11.32,,,,
1717,04/24/2024 01:00:00,10.29,,,,
1718,04/24/2024 02:00:00,9.26,,,,
1719,04/24/2024 03:00:00,8.62,,,,
1720,04/24/2024 04:00:00,8.45,,,,
1721,04/24/2024 05:00:00,8.41,,,,
1722,04/24/2024 06:00:00,8.62,,,,
1723,04/24/2024 07:00:00,9.18,,,,
1724,04/24/2024 08:00:00,9.65,,,,
1725,04/24/2024 09:00:00,10.34,,,,
1726,04/24/2024 10:00:00,11.19,,,,
1727,04/24/2024 11:00:00,10.21,,,,
1728,04/24/2024 12:00:00,10.77,,,,
1729,04/24/2024 13:00:00,12.22,,,,
1730,04/24/2024 14:00:00,12.05,,,,
1731,04/24/2024 15:00:00,12.10,,,,
1732,04/24/2024 16:00:00,11.92,,,,
1733,04/24/2024 17:00:00,12.48,,,,
1734,04/24/2024 18:00:00,12.48,,,,
1735,04/24/2024 19:00:00,11.11,,,,
1736,04/24/2024 20:00:00,10.72,,,,
1737,04/24/2024 21:00:00,10.77,,,,
1738,04/24/2024 22:00:00,10.46,,,,
1739,04/24/2024 23:00:00,10.29,,,,
1740,04/25/2024 00:00:00,10.34,,,,
1741,04/25/2024 01:00:00,10.42,,,,
1742,04/25/2024 02:00:00,10.38,,,,
1743,04/25/2024 03:00:00,10.08,,,,
1744,04/25/2024 04:00:00,10.08,,,,
1745,04/25/2024 05:00:00,10.21,,,,
1746,04/25/2024 06:00:00,10.08,,,,
1747,04/25/2024 07:00:00,10.16,,,,
1748,04/25/2024 08:00:00,10.51,,,,
1749,04/25/2024 09:00:00,10.16,,,,
1750,04/25/2024 10:00:00,10.04,,,,
1751,04/25/2024 11:00:00,10.38,,,,
1752,04/25/2024 12:00:00,10.38,,,,
1753,04/25/2024 13:00:00,11.28,,,,
1754,04/25/2024 14:00:00,11.07,,,,
1755,04/25/2024 15:00:00,11.28,,,,
1756,04/25/2024 16:00:00,11.32,,,,
1757,04/25/2024 17:00:00,11.41,,,,
1758,04/25/2024 18:00:00,11.62,,,,
1759,04/25/2024 19:00:00,11.24,,,,
1760,04/25/2024 20:00:00,10.81,,,,
1761,04/25/2024 21:00:00,10.64,,,,
1762,04/25/2024 22:00:00,10.51,,,,
1763,04/25/2024 23:00:00,10.46,,,,
1764,04/26/2024 00:00:00,10.34,,,,
1765,04/26/2024 01:00:00,9.99,,,,
1766,04/26/2024 02:00:00,9.91,,,,
1767,04/26/2024 03:00:00,9.86,,,,
1768,04/26/2024 04:00:00,9.82,,,,
1769,04/26/2024 05:00:00,9.86,,,,
1770,04/26/2024 06:00:00,9.65,,,,
1771,04/26/2024 07:00:00,9.78,,,,
1772,04/26/2024 08:00:00,10.16,,,,
1773,04/26/2024 09:00:00,11.02,,,,
1774,04/26/2024 10:00:00,11.92,,,,
1775,04/26/2024 11:00:00,12.48,,,,
1776,04/26/2024 12:00:00,12.70,,,,
1777,04/26/2024 13:00:00,13.73,,,,
1778,04/26/2024 14:00:00,14.20,,,,
1779,04/26/2024 15:00:00,16.73,,,,
1780,04/26/2024 16:00:00,17.24,,,,
1781,04/26/2024 17:00:00,15.48,,,,
