UTCDateTime,mac_address,current_temp_f,current_humidity,pm2_5_atm_a,pm2_5_atm_b
2025/07/02T02:51:30z,c4:5b:be:e6:ce:64,91,26,1.21,0.84
2025/07/02T02:53:30z,c4:5b:be:e6:ce:64,91,27,1.18,0.77
2025/07/02T02:55:30z,c4:5b:be:e6:ce:64,90,27,1.55,1.03
2025/07/02T02:57:30z,c4:5b:be:e6:ce:64,91,26,1.29,1.17
2025/07/02T02:59:30z,c4:5b:be:e6:ce:64,91,26,1.42,0.59
2025/07/02T03:01:30z,c4:5b:be:e6:ce:64,91,26,1.49,0.49
2025/07/02T03:03:30z,c4:5b:be:e6:ce:64,91,26,1.66,0.61
2025/07/02T03:05:30z,c4:5b:be:e6:ce:64,91,27,1.41,1.1
2025/07/02T03:07:30z,c4:5b:be:e6:ce:64,91,27,1.64,1.2
2025/07/02T03:09:30z,c4:5b:be:e6:ce:64,91,27,1.2,1.07
2025/07/02T03:11:30z,c4:5b:be:e6:ce:64,90,27,2,1.4
2025/07/02T03:13:30z,c4:5b:be:e6:ce:64,91,27,1.21,1.14
2025/07/02T03:15:30z,c4:5b:be:e6:ce:64,90,27,2.32,1.27
2025/07/02T03:17:30z,c4:5b:be:e6:ce:64,90,27,1.57,1.17
2025/07/02T03:19:30z,c4:5b:be:e6:ce:64,90,27,1.25,1.07
2025/07/02T03:21:30z,c4:5b:be:e6:ce:64,90,27,1.67,1.15
2025/07/02T03:23:30z,c4:5b:be:e6:ce:64,90,28,1.44,1.13
2025/07/02T03:25:30z,c4:5b:be:e6:ce:64,90,27,1.71,0.58
2025/07/02T03:27:30z,c4:5b:be:e6:ce:64,90,27,1.62,0.95
2025/07/02T03:29:30z,c4:5b:be:e6:ce:64,90,28,0.88,1.28
2025/07/02T03:31:30z,c4:5b:be:e6:ce:64,90,28,0.98,0.97
2025/07/02T03:33:31z,c4:5b:be:e6:ce:64,90,28,0.91,0.69
2025/07/02T03:35:31z,c4:5b:be:e6:ce:64,90,28,3.62,2.9
2025/07/02T03:37:31z,c4:5b:be:e6:ce:64,89,29,2.11,1.08
2025/07/02T03:39:31z,c4:5b:be:e6:ce:64,89,30,0.97,0.79
2025/07/02T03:41:31z,c4:5b:be:e6:ce:64,88,31,1.17,0.36
2025/07/02T03:43:31z,c4:5b:be:e6:ce:64,89,31,1.49,0.44
2025/07/02T03:45:31z,c4:5b:be:e6:ce:64,88,31,0.72,0.5
2025/07/02T03:47:31z,c4:5b:be:e6:ce:64,88,32,0.76,0.19
2025/07/02T03:49:31z,c4:5b:be:e6:ce:64,87,33,0.88,0.43
2025/07/02T03:51:31z,c4:5b:be:e6:ce:64,88,32,0.79,0.02
2025/07/02T03:53:31z,c4:5b:be:e6:ce:64,88,33,0.89,0.07
2025/07/02T03:55:31z,c4:5b:be:e6:ce:64,88,32,1.12,0.23
2025/07/02T03:57:31z,c4:5b:be:e6:ce:64,87,33,0.76,0.45
2025/07/02T03:59:31z,c4:5b:be:e6:ce:64,86,35,1.12,0.3
2025/07/02T04:01:31z,c4:5b:be:e6:ce:64,86,35,1.14,0.14
2025/07/02T04:03:31z,c4:5b:be:e6:ce:64,86,35,0.84,0.26
2025/07/02T04:05:31z,c4:5b:be:e6:ce:64,86,35,0.31,0.14
2025/07/02T04:07:31z,c4:5b:be:e6:ce:64,86,35,0.22,0
2025/07/02T04:09:31z,c4:5b:be:e6:ce:64,85,36,0.49,0
2025/07/02T04:11:31z,c4:5b:be:e6:ce:64,85,36,0.32,0
2025/07/02T04:13:31z,c4:5b:be:e6:ce:64,85,36,0.74,0.25
2025/07/02T04:15:31z,c4:5b:be:e6:ce:64,84,36,0.28,0
2025/07/02T04:17:31z,c4:5b:be:e6:ce:64,85,36,0.37,0
2025/07/02T04:19:31z,c4:5b:be:e6:ce:64,84,36,0.73,0
2025/07/02T04:21:31z,c4:5b:be:e6:ce:64,84,37,0.8,0
2025/07/02T04:23:31z,c4:5b:be:e6:ce:64,84,37,0.29,0.09
2025/07/02T04:25:31z,c4:5b:be:e6:ce:64,83,37,0.74,0
2025/07/02T04:27:31z,c4:5b:be:e6:ce:64,83,37,0.33,0
2025/07/02T04:29:31z,c4:5b:be:e6:ce:64,83,37,0.74,0.09
2025/07/02T04:31:31z,c4:5b:be:e6:ce:64,83,37,0.75,0
2025/07/02T04:33:32z,c4:5b:be:e6:ce:64,82,38,0.76,0.04
2025/07/02T04:35:32z,c4:5b:be:e6:ce:64,83,38,0.39,0
2025/07/02T04:37:32z,c4:5b:be:e6:ce:64,82,38,0.51,0
2025/07/02T04:39:32z,c4:5b:be:e6:ce:64,82,38,0.44,0
2025/07/02T04:41:32z,c4:5b:be:e6:ce:64,82,39,0.53,0
2025/07/02T04:43:32z,c4:5b:be:e6:ce:64,81,39,0.53,0.03
2025/07/02T04:45:32z,c4:5b:be:e6:ce:64,81,40,0.27,0
2025/07/02T04:47:32z,c4:5b:be:e6:ce:64,81,40,0.61,0.05
2025/07/02T04:49:32z,c4:5b:be:e6:ce:64,81,40,0.51,0
2025/07/02T04:51:32z,c4:5b:be:e6:ce:64,81,39,0.6,0
2025/07/02T04:53:32z,c4:5b:be:e6:ce:64,80,40,0.22,0
2025/07/02T04:55:32z,c4:5b:be:e6:ce:64,80,41,0.28,0.1
2025/07/02T04:57:32z,c4:5b:be:e6:ce:64,80,41,0.4,0.17
2025/07/02T04:59:32z,c4:5b:be:e6:ce:64,80,41,0.9,0.02
2025/07/02T05:01:32z,c4:5b:be:e6:ce:64,80,41,0.59,0.21
2025/07/02T05:03:32z,c4:5b:be:e6:ce:64,80,41,0.93,0.32
2025/07/02T05:05:32z,c4:5b:be:e6:ce:64,80,41,1.07,0.47
2025/07/02T05:07:32z,c4:5b:be:e6:ce:64,80,41,0.84,0.4
2025/07/02T05:09:32z,c4:5b:be:e6:ce:64,80,41,0.97,0.43
2025/07/02T05:11:32z,c4:5b:be:e6:ce:64,80,41,0.78,0.23
2025/07/02T05:13:32z,c4:5b:be:e6:ce:64,80,41,0.7,0.34
2025/07/02T05:15:32z,c4:5b:be:e6:ce:64,80,40,0.53,0.1
2025/07/02T05:17:32z,c4:5b:be:e6:ce:64,80,41,0.52,0.12
2025/07/02T05:19:32z,c4:5b:be:e6:ce:64,80,41,1,0
2025/07/02T05:21:32z,c4:5b:be:e6:ce:64,79,41,0.37,0.13
2025/07/02T05:23:32z,c4:5b:be:e6:ce:64,79,42,0.82,0.08
2025/07/02T05:25:32z,c4:5b:be:e6:ce:64,79,42,0.66,0.21
2025/07/02T05:27:32z,c4:5b:be:e6:ce:64,79,42,0.48,0.96
2025/07/02T05:29:32z,c4:5b:be:e6:ce:64,79,43,1.04,0.39
2025/07/02T05:31:32z,c4:5b:be:e6:ce:64,78,43,1.18,0.73
2025/07/02T05:33:33z,c4:5b:be:e6:ce:64,78,43,0.69,0.81
2025/07/02T05:35:33z,c4:5b:be:e6:ce:64,78,43,1.16,0.93
2025/07/02T05:37:33z,c4:5b:be:e6:ce:64,77,44,0.77,0.78
2025/07/02T05:39:33z,c4:5b:be:e6:ce:64,77,44,0.69,0.95
2025/07/02T05:41:33z,c4:5b:be:e6:ce:64,77,45,0.54,0.68
2025/07/02T05:43:33z,c4:5b:be:e6:ce:64,77,45,1.18,0.95
2025/07/02T05:45:33z,c4:5b:be:e6:ce:64,77,45,0.75,0.77
2025/07/02T05:47:33z,c4:5b:be:e6:ce:64,77,45,0.75,0.56
2025/07/02T05:49:33z,c4:5b:be:e6:ce:64,77,45,1.05,0.71
2025/07/02T05:51:33z,c4:5b:be:e6:ce:64,77,45,0.78,0.86
2025/07/02T05:53:33z,c4:5b:be:e6:ce:64,77,45,0.4,0.57
2025/07/02T05:55:33z,c4:5b:be:e6:ce:64,76,45,0.64,1.05
2025/07/02T05:57:33z,c4:5b:be:e6:ce:64,76,45,0.79,1.16
2025/07/02T05:59:33z,c4:5b:be:e6:ce:64,77,45,0.6,1.1
2025/07/02T06:01:33z,c4:5b:be:e6:ce:64,74,48,0.68,0.75
2025/07/02T06:03:33z,c4:5b:be:e6:ce:64,72,50,0.83,0.85
2025/07/02T06:05:33z,c4:5b:be:e6:ce:64,73,51,0.73,0.66
2025/07/02T06:07:33z,c4:5b:be:e6:ce:64,72,51,0.42,0.81
2025/07/02T06:09:33z,c4:5b:be:e6:ce:64,70,53,0.84,1.25
2025/07/02T06:11:33z,c4:5b:be:e6:ce:64,70,54,1.22,0.91
2025/07/02T06:13:33z,c4:5b:be:e6:ce:64,70,55,1.03,0.71
2025/07/02T06:15:33z,c4:5b:be:e6:ce:64,70,55,0.61,0.44
2025/07/02T06:17:33z,c4:5b:be:e6:ce:64,70,55,0.59,1
2025/07/02T06:19:33z,c4:5b:be:e6:ce:64,72,54,0.64,1.02
2025/07/02T06:21:33z,c4:5b:be:e6:ce:64,70,55,1.1,0.79
2025/07/02T06:23:33z,c4:5b:be:e6:ce:64,70,55,0.61,0.95
2025/07/02T06:25:33z,c4:5b:be:e6:ce:64,70,55,0.71,1.25
2025/07/02T06:27:33z,c4:5b:be:e6:ce:64,70,55,0.77,0.97
2025/07/02T06:29:33z,c4:5b:be:e6:ce:64,70,55,0.24,0.72
2025/07/02T06:31:33z,c4:5b:be:e6:ce:64,70,55,0.83,0.77
2025/07/02T06:33:33z,c4:5b:be:e6:ce:64,69,56,1.05,1.58
2025/07/02T06:35:33z,c4:5b:be:e6:ce:64,69,57,1.23,0.49
2025/07/02T06:37:33z,c4:5b:be:e6:ce:64,69,57,0.45,0.91
2025/07/02T06:39:33z,c4:5b:be:e6:ce:64,69,57,0.93,1.07
2025/07/02T06:41:33z,c4:5b:be:e6:ce:64,69,57,0.77,1.19
2025/07/02T06:43:33z,c4:5b:be:e6:ce:64,69,57,0.78,1.04
2025/07/02T06:45:33z,c4:5b:be:e6:ce:64,69,56,1.02,1.52
2025/07/02T06:47:33z,c4:5b:be:e6:ce:64,68,57,1.63,1.23
2025/07/02T06:49:33z,c4:5b:be:e6:ce:64,68,58,1.28,0.58
2025/07/02T06:51:33z,c4:5b:be:e6:ce:64,68,58,0.74,0.49
2025/07/02T06:53:33z,c4:5b:be:e6:ce:64,67,58,1.15,0.86
2025/07/02T06:55:33z,c4:5b:be:e6:ce:64,67,59,0.54,1.43
2025/07/02T06:57:33z,c4:5b:be:e6:ce:64,67,59,1.05,0.97
2025/07/02T06:59:33z,c4:5b:be:e6:ce:64,67,59,1.53,1.19
2025/07/02T07:01:33z,c4:5b:be:e6:ce:64,68,59,1.8,1.46
2025/07/02T07:03:33z,c4:5b:be:e6:ce:64,68,58,0.59,1.62
2025/07/02T07:05:33z,c4:5b:be:e6:ce:64,67,59,2.09,1.1
2025/07/02T07:07:33z,c4:5b:be:e6:ce:64,67,59,1.83,1.25
2025/07/02T07:09:33z,c4:5b:be:e6:ce:64,67,59,1.45,1.23
2025/07/02T07:11:33z,c4:5b:be:e6:ce:64,66,61,1.66,1.26
2025/07/02T07:13:33z,c4:5b:be:e6:ce:64,66,60,1.64,1.72
2025/07/02T07:15:33z,c4:5b:be:e6:ce:64,67,60,1.12,1.19
2025/07/02T07:17:33z,c4:5b:be:e6:ce:64,66,60,1.53,1.02
2025/07/02T07:19:33z,c4:5b:be:e6:ce:64,66,61,1.22,1.21
2025/07/02T07:21:33z,c4:5b:be:e6:ce:64,67,60,1.63,1.08
2025/07/02T07:23:33z,c4:5b:be:e6:ce:64,66,60,1.71,2.05
2025/07/02T07:25:33z,c4:5b:be:e6:ce:64,65,61,1.63,1.16
2025/07/02T07:27:33z,c4:5b:be:e6:ce:64,66,61,2.17,1.07
2025/07/02T07:29:33z,c4:5b:be:e6:ce:64,65,62,1.75,1.39
2025/07/02T07:31:33z,c4:5b:be:e6:ce:64,65,62,1.77,1
2025/07/02T07:33:33z,c4:5b:be:e6:ce:64,65,62,1.59,1.18
2025/07/02T07:35:33z,c4:5b:be:e6:ce:64,65,62,1.64,1.39
2025/07/02T07:37:33z,c4:5b:be:e6:ce:64,64,64,1.54,1.5
2025/07/02T07:39:33z,c4:5b:be:e6:ce:64,64,63,1.93,1.34
2025/07/02T07:41:33z,c4:5b:be:e6:ce:64,65,62,1.8,1.35
2025/07/02T07:43:33z,c4:5b:be:e6:ce:64,65,63,1.89,1.65
2025/07/02T07:45:33z,c4:5b:be:e6:ce:64,64,63,2,1.07
2025/07/02T07:47:33z,c4:5b:be:e6:ce:64,66,62,2.15,1.7
2025/07/02T07:49:33z,c4:5b:be:e6:ce:64,66,61,1.76,1.51
2025/07/02T07:51:33z,c4:5b:be:e6:ce:64,65,62,1.84,1.41
2025/07/02T07:53:33z,c4:5b:be:e6:ce:64,64,63,1.93,1.92
2025/07/02T07:55:33z,c4:5b:be:e6:ce:64,64,63,1.63,1.36
2025/07/02T07:57:33z,c4:5b:be:e6:ce:64,64,64,1.36,1.77
2025/07/02T07:59:33z,c4:5b:be:e6:ce:64,64,64,2.14,1.67
2025/07/02T08:01:33z,c4:5b:be:e6:ce:64,65,63,1.84,1.44
2025/07/02T08:03:33z,c4:5b:be:e6:ce:64,64,63,1.38,1.74
2025/07/02T08:05:33z,c4:5b:be:e6:ce:64,64,63,2.67,1.89
2025/07/02T08:07:33z,c4:5b:be:e6:ce:64,65,61,2.44,2.03
2025/07/02T08:09:33z,c4:5b:be:e6:ce:64,64,62,2.02,1.41
2025/07/02T08:11:33z,c4:5b:be:e6:ce:64,64,63,1.98,1.95
2025/07/02T08:13:33z,c4:5b:be:e6:ce:64,67,59,2.55,1.95
2025/07/02T08:15:33z,c4:5b:be:e6:ce:64,64,62,1.76,1.91
2025/07/02T08:17:33z,c4:5b:be:e6:ce:64,64,63,1.82,2.17
2025/07/02T08:19:33z,c4:5b:be:e6:ce:64,62,66,1.82,1.49
2025/07/02T08:21:33z,c4:5b:be:e6:ce:64,62,66,1.68,1.73
2025/07/02T08:23:33z,c4:5b:be:e6:ce:64,62,65,2.07,2.14
2025/07/02T08:25:33z,c4:5b:be:e6:ce:64,62,65,3,2
2025/07/02T08:27:33z,c4:5b:be:e6:ce:64,62,65,2.55,1.73
2025/07/02T08:29:33z,c4:5b:be:e6:ce:64,63,65,2.22,1.65
2025/07/02T08:31:33z,c4:5b:be:e6:ce:64,62,66,2.25,2.16
2025/07/02T08:33:33z,c4:5b:be:e6:ce:64,62,66,2.07,1.8
2025/07/02T08:35:33z,c4:5b:be:e6:ce:64,62,67,2.03,1.83
2025/07/02T08:37:33z,c4:5b:be:e6:ce:64,61,67,2.57,2.6
2025/07/02T08:39:33z,c4:5b:be:e6:ce:64,62,67,2.3,2.16
2025/07/02T08:41:33z,c4:5b:be:e6:ce:64,63,65,2.16,2.64
2025/07/02T08:43:33z,c4:5b:be:e6:ce:64,64,64,2.84,2.2
2025/07/02T08:45:33z,c4:5b:be:e6:ce:64,64,63,2.3,1.72
2025/07/02T08:47:33z,c4:5b:be:e6:ce:64,64,63,2.3,2.15
2025/07/02T08:49:33z,c4:5b:be:e6:ce:64,63,64,2.32,2.41
2025/07/02T08:51:33z,c4:5b:be:e6:ce:64,64,62,2.12,2.59
2025/07/02T08:53:33z,c4:5b:be:e6:ce:64,62,64,2.27,2.02
2025/07/02T08:55:33z,c4:5b:be:e6:ce:64,63,64,2.74,1.83
2025/07/02T08:57:33z,c4:5b:be:e6:ce:64,62,65,2.66,2.07
2025/07/02T08:59:33z,c4:5b:be:e6:ce:64,62,65,2.57,2.47
2025/07/02T09:01:33z,c4:5b:be:e6:ce:64,62,66,2.07,2.21
2025/07/02T09:03:33z,c4:5b:be:e6:ce:64,61,67,1.88,2.34
2025/07/02T09:05:33z,c4:5b:be:e6:ce:64,62,67,2.28,2.53
2025/07/02T09:07:33z,c4:5b:be:e6:ce:64,61,68,2.71,2.33
2025/07/02T09:09:33z,c4:5b:be:e6:ce:64,61,68,2.36,2.09
2025/07/02T09:11:33z,c4:5b:be:e6:ce:64,61,68,2.71,2.89
2025/07/02T09:13:33z,c4:5b:be:e6:ce:64,61,68,2.46,2.72
2025/07/02T09:15:33z,c4:5b:be:e6:ce:64,61,68,2.5,2.63
2025/07/02T09:17:33z,c4:5b:be:e6:ce:64,61,68,2.53,2.62
2025/07/02T09:19:33z,c4:5b:be:e6:ce:64,62,68,2.91,2.48
2025/07/02T09:21:33z,c4:5b:be:e6:ce:64,61,69,2.63,2.66
2025/07/02T09:23:33z,c4:5b:be:e6:ce:64,62,67,2.72,2.4
2025/07/02T09:25:33z,c4:5b:be:e6:ce:64,62,66,2.83,2.35
2025/07/02T09:27:33z,c4:5b:be:e6:ce:64,62,67,2.33,2.48
2025/07/02T09:29:33z,c4:5b:be:e6:ce:64,62,66,2.43,2.19
2025/07/02T09:31:33z,c4:5b:be:e6:ce:64,61,68,2.79,2.65
2025/07/02T09:33:33z,c4:5b:be:e6:ce:64,62,67,2.6,2.7
2025/07/02T09:35:33z,c4:5b:be:e6:ce:64,61,67,2.67,2.33
2025/07/02T09:37:33z,c4:5b:be:e6:ce:64,62,66,2.55,2.21
2025/07/02T09:39:33z,c4:5b:be:e6:ce:64,62,66,2.82,2.73
2025/07/02T09:41:33z,c4:5b:be:e6:ce:64,62,67,2.53,2.76
2025/07/02T09:43:33z,c4:5b:be:e6:ce:64,62,66,2.59,2.23
2025/07/02T09:45:33z,c4:5b:be:e6:ce:64,61,68,2.68,2.83
2025/07/02T09:47:33z,c4:5b:be:e6:ce:64,61,68,2.86,2.47
2025/07/02T09:49:33z,c4:5b:be:e6:ce:64,60,70,2.68,2.3
2025/07/02T09:51:33z,c4:5b:be:e6:ce:64,60,70,2.77,2.26
2025/07/02T09:53:33z,c4:5b:be:e6:ce:64,60,70,2.88,2.42
2025/07/02T09:55:33z,c4:5b:be:e6:ce:64,61,70,2.59,1.86
2025/07/02T09:57:33z,c4:5b:be:e6:ce:64,60,70,2.83,2.84
2025/07/02T09:59:33z,c4:5b:be:e6:ce:64,61,69,2.69,2.83
2025/07/02T10:01:33z,c4:5b:be:e6:ce:64,60,70,3.22,2.73
2025/07/02T10:03:33z,c4:5b:be:e6:ce:64,61,69,2.53,2.69
2025/07/02T10:05:33z,c4:5b:be:e6:ce:64,60,68,2.72,2.84
2025/07/02T10:07:33z,c4:5b:be:e6:ce:64,60,68,2.31,1.88
2025/07/02T10:09:33z,c4:5b:be:e6:ce:64,60,67,2.3,2.31
2025/07/02T10:11:33z,c4:5b:be:e6:ce:64,60,68,2.28,2.22
2025/07/02T10:13:33z,c4:5b:be:e6:ce:64,60,67,2.05,1.56
2025/07/02T10:15:33z,c4:5b:be:e6:ce:64,60,66,2.02,2.12
2025/07/02T10:17:33z,c4:5b:be:e6:ce:64,60,66,2.38,2.07
2025/07/02T10:19:33z,c4:5b:be:e6:ce:64,60,65,2.42,2.46
2025/07/02T10:21:33z,c4:5b:be:e6:ce:64,59,66,2.69,1.66
2025/07/02T10:23:33z,c4:5b:be:e6:ce:64,60,64,2.34,1.69
2025/07/02T10:25:33z,c4:5b:be:e6:ce:64,59,66,1.61,1.78
2025/07/02T10:27:33z,c4:5b:be:e6:ce:64,59,66,1.93,1.58
2025/07/02T10:29:33z,c4:5b:be:e6:ce:64,59,66,1.72,1.68
2025/07/02T10:31:33z,c4:5b:be:e6:ce:64,59,65,2.1,1.84
2025/07/02T10:33:35z,c4:5b:be:e6:ce:64,59,66,2.14,1.05
2025/07/02T10:35:35z,c4:5b:be:e6:ce:64,58,66,2.42,1.48
2025/07/02T10:37:35z,c4:5b:be:e6:ce:64,59,66,1.81,1.91
